"TP_PRESENCA_CN";"TP_PRESENCA_CH";"TP_PRESENCA_LC";"TP_PRESENCA_MT";"NU_NOTA_CN";"NU_NOTA_CH";"NU_NOTA_LC";"NU_NOTA_MT";"TP_STATUS_REDACAO";"NU_NOTA_REDACAO";"CO_MUNICIPIO_RESIDENCIA";"NO_MUNICIPIO_RESIDENCIA";"SG_UF_RESIDENCIA";"TP_DEPENDENCIA_ADM_ESC";"TP_LOCALIZACAO_ESC";"NU_IDADE";"TP_SEXO";"TP_ST_CONCLUSAO";"TP_ESCOLA";"TP_COR_RACA";"IN_BAIXA_VISAO";"IN_CEGUEIRA";"IN_SURDEZ";"IN_DEFICIENCIA_AUDITIVA";"IN_SURDO_CEGUEIRA";"IN_DEFICIENCIA_FISICA";"IN_DEFICIENCIA_MENTAL";"IN_DEFICIT_ATENCAO";"IN_DISLEXIA";"IN_AUTISMO";"Q001";"Q002";"Q006";"Q010";"Q024";"Q025";"Q047"
1;1;1;1;494,8;595,2;533,7;420,4;1;560;2800308;"Aracaju";"SE";"";"";18;"M";1;1;1;1;0;0;0;0;0;0;0;0;0;"D";"F";"E";"A";"D";"B";"D"
1;1;1;1;645,3;656,3;603,3;662,7;1;860;4106902;"Curitiba";"PR";"";"";27;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"H";"E";"D";"A";"B";"B";"C"
1;1;1;1;673,1;656,4;668,1;662,2;1;840;3134400;"Iturama";"MG";"";"";18;"M";1;1;0;0;0;0;1;0;0;0;0;0;0;"B";"F";"N";"C";"C";"B";"D"
1;1;1;1;600,2;648,8;611,5;586;1;720;3505906;"Batatais";"SP";"";"";19;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"E";"D";"E";"A";"C";"B";"A"
1;1;1;1;542;611,1;448,2;520,6;1;560;3150158;"Piedade de Caratinga";"MG";"";"";31;"M";1;1;3;1;0;0;0;0;0;0;0;0;0;"C";"C";"C";"A";"C";"B";"A"
1;1;1;1;498,3;530,9;431,1;519,7;1;580;3550308;"S<e3>o Paulo";"SP";"2";"1";18;"F";2;2;4;1;0;0;0;0;0;0;0;0;0;"B";"D";"E";"B";"B";"B";"B"
1;1;1;1;440;483,5;403,6;478,1;1;500;3200607;"Aracruz";"ES";"";"";22;"F";1;1;1;0;0;0;1;0;0;0;0;0;0;"E";"G";"F";"B";"B";"B";"A"
1;1;1;1;511,3;651,4;652,2;524,3;1;560;3304557;"Rio de Janeiro";"RJ";"";"";27;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"E";"E";"D";"A";"B";"B";"A"
1;1;1;1;494,1;569,2;492,5;317,9;1;420;3205309;"Vit<f3>ria";"ES";"";"";25;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"C";"C";"C";"B";"A";"A";"D"
1;1;1;1;600,3;604,9;543,9;367,2;1;691;4116901;"Nova Esperan<e7>a";"PR";"";"";25;"M";1;1;1;0;0;0;1;0;0;0;0;0;0;"E";"C";"G";"A";"B";"B";"A"
1;1;1;1;533,3;626,4;522;427,5;1;620;1500404;"Alenquer";"PA";"";"";34;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"E";"E";"A";"A";"A";"A";"A"
1;1;1;1;460,2;508,4;468,7;516,2;1;540;2304400;"Fortaleza";"CE";"";"";39;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"F";"B";"B";"A";"B";"B";"A"
1;1;1;1;449,6;613,7;530;553,3;1;620;2407401;"Martins";"RN";"";"";40;"M";1;1;0;0;0;0;0;0;1;0;0;0;0;"A";"E";"G";"A";"B";"B";"A"
1;1;1;1;464,2;499,2;511,4;358,1;1;491;3550308;"S<e3>o Paulo";"SP";"";"";25;"F";1;1;1;0;0;0;1;0;0;0;0;0;0;"B";"C";"D";"B";"B";"B";"A"
1;1;1;1;384,9;587,4;525,5;398,4;1;440;2408904;"Parelhas";"RN";"";"";30;"M";1;1;2;0;0;0;0;0;1;0;0;0;0;"A";"A";"C";"A";"B";"B";"A"
1;1;1;1;430,5;537,5;463,1;336,3;1;400;3106200;"Belo Horizonte";"MG";"";"";20;"F";1;1;2;0;0;0;0;0;1;0;0;0;0;"B";"E";"F";"A";"B";"B";"A"
1;1;1;1;560,3;617,2;495,2;639;1;440;3170701;"Varginha";"MG";"";"";32;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"C";"C";"E";"A";"A";"A";"A"
1;1;1;1;486,6;632,7;602,3;490,3;1;640;2111300;"S<e3>o Lu<ed>s";"MA";"";"";22;"F";1;1;3;1;0;0;0;0;0;0;0;0;0;"E";"C";"B";"A";"A";"A";"A"
1;1;1;1;604,8;623,9;572;651,1;1;960;3304557;"Rio de Janeiro";"RJ";"";"";20;"F";1;1;1;0;0;0;0;0;0;0;1;0;0;"G";"F";"N";"C";"C";"B";"D"
1;1;1;1;474,2;512,5;448,8;366,1;1;540;2927408;"Salvador";"BA";"";"";36;"M";1;1;2;0;0;0;0;0;1;0;0;0;0;"H";"H";"B";"A";"B";"B";"A"
1;1;1;1;625,5;598,3;503,1;601,1;1;560;2304400;"Fortaleza";"CE";"4";"1";18;"M";2;3;3;0;0;0;0;0;0;0;1;0;0;"H";"G";"J";"C";"B";"B";"D"
1;1;1;1;491,8;513,9;486,2;486,6;1;675;3550308;"S<e3>o Paulo";"SP";"";"";18;"F";1;1;3;0;0;0;1;0;0;0;0;0;0;"C";"C";"C";"A";"B";"B";"A"
1;1;1;1;511,9;613,1;567,8;581,6;1;600;2504009;"Campina Grande";"PB";"4";"1";17;"F";2;3;1;0;0;0;0;0;0;0;1;0;0;"F";"F";"N";"C";"B";"B";"D"
1;1;1;1;617;704,9;641,2;780,6;1;840;3306305;"Volta Redonda";"RJ";"";"";20;"M";1;1;3;0;0;0;0;0;0;0;1;0;0;"G";"D";"C";"A";"B";"A";"A"
1;1;1;1;624;663,5;619,8;666,6;1;540;3550308;"S<e3>o Paulo";"SP";"";"";46;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"C";"E";"K";"B";"C";"B";"A"
1;1;1;1;432;619;545,1;326,9;1;900;2209104;"Santa Cruz do Piau<ed>";"PI";"";"";33;"M";1;1;3;1;0;0;0;0;0;1;1;1;0;"B";"F";"C";"A";"B";"B";"A"
1;1;1;1;404,9;437,9;441,4;445,2;1;159;3541000;"Praia Grande";"SP";"";"";18;"M";3;1;1;0;0;1;0;0;0;0;0;0;0;"D";"E";"E";"D";"E";"B";"A"
1;1;1;1;438,8;555,1;412,7;405,5;1;520;3518800;"Guarulhos";"SP";"";"";21;"F";4;1;1;0;0;0;0;0;1;0;0;0;0;"F";"E";"F";"A";"B";"B";"A"
1;1;1;1;472;530,9;464,6;459,5;1;460;2507507;"Jo<e3>o Pessoa";"PB";"";"";54;"F";1;1;2;0;0;0;0;0;1;0;0;0;0;"B";"C";"F";"A";"B";"B";"E"
1;1;1;1;461,4;450,8;409,6;459;1;550;3133808;"Ita<fa>na";"MG";"4";"1";18;"M";2;3;1;0;0;0;0;0;0;0;0;1;0;"E";"F";"G";"B";"B";"B";"D"
1;1;1;1;493,5;571,4;465,3;529,2;1;580;3550308;"S<e3>o Paulo";"SP";"";"";25;"M";1;1;1;1;0;0;0;0;0;0;0;0;0;"E";"E";"F";"B";"B";"B";"A"
1;1;1;1;510,8;613,2;542;396,1;1;600;1702109;"Aragua<ed>na";"TO";"";"";28;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"E";"B";"A";"B";"B";"A"
1;1;1;1;361,6;561,4;423,7;489,6;1;560;1502103;"Camet<e1>";"PA";"";"";36;"F";1;1;3;0;0;0;0;0;0;1;0;0;0;"B";"B";"B";"A";"A";"A";"A"
1;1;1;1;590,8;653,4;616,9;726,4;1;600;3136702;"Juiz de Fora";"MG";"4";"1";18;"F";2;3;1;1;0;0;0;0;0;0;0;0;0;"F";"F";"L";"B";"B";"B";"D"
1;1;1;1;606,8;597,5;571,2;721,4;1;740;3143906;"Muria<e9>";"MG";"";"";20;"F";1;1;1;0;0;0;0;0;0;0;1;0;0;"E";"F";"G";"B";"B";"B";"D"
1;1;1;1;522,7;607,7;531,6;561,6;1;616;3304557;"Rio de Janeiro";"RJ";"";"";24;"M";1;1;2;0;0;0;1;0;0;0;0;0;0;"D";"E";"B";"A";"B";"B";"B"
1;1;1;1;542,7;499,7;508,9;573,5;1;480;4308102;"Feliz";"RS";"";"";26;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"E";"E";"H";"B";"B";"B";"A"
1;1;1;1;483,2;576,1;518,7;479,2;1;466;4113700;"Londrina";"PR";"2";"1";17;"F";2;2;1;0;0;0;1;0;0;0;1;0;0;"F";"G";"I";"B";"B";"B";"A"
1;1;1;1;455,8;446,5;377,2;396,3;1;400;5008305;"Tr<ea>s Lagoas";"MS";"";"";28;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"A";"E";"B";"A";"B";"B";"A"
1;1;1;1;462,1;479,6;358,8;358;1;460;2304400;"Fortaleza";"CE";"";"";24;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"B";"B";"A";"A";"A";"A"
1;1;1;1;554,2;642,6;539,3;472,8;1;560;3171303;"Vi<e7>osa";"MG";"";"";22;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"H";"E";"B";"B";"B";"B";"E"
1;1;1;1;554,7;635,7;582,3;696,6;1;320;3555000;"Tup<e3>";"SP";"";"";23;"M";1;1;3;0;0;0;0;0;0;0;1;0;0;"E";"G";"F";"B";"B";"B";"E"
1;1;1;1;480,3;592,8;536,5;518,8;1;600;3164704;"S<e3>o Sebasti<e3>o do Para<ed>so";"MG";"2";"1";17;"F";2;2;3;1;0;0;0;0;0;0;0;0;0;"B";"B";"K";"C";"B";"B";"A"
1;1;1;1;710,3;727,9;696,6;771,9;1;720;4115200;"Maring<e1>";"PR";"";"";44;"M";1;1;1;1;0;0;0;0;0;0;0;0;0;"B";"B";"G";"A";"B";"B";"B"
1;1;1;1;434;434,2;404,1;431,5;1;300;1501402;"Bel<e9>m";"PA";"";"";30;"M";1;1;3;0;0;0;0;0;0;1;0;0;0;"H";"A";"B";"A";"B";"B";"A"
1;1;1;1;512,7;579,9;506,8;551,5;1;500;3516200;"Franca";"SP";"";"";21;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"C";"H";"B";"B";"B";"A"
1;1;1;1;612,8;681,3;607,2;677,3;1;840;3305554;"Serop<e9>dica";"RJ";"";"";21;"F";1;1;1;0;0;0;0;0;0;0;1;0;0;"F";"F";"O";"C";"D";"B";"B"
1;1;1;1;467,2;502;513,8;455;1;400;3301009;"Campos dos Goytacazes";"RJ";"";"";33;"M";1;1;3;1;0;0;0;0;0;0;0;0;0;"B";"D";"G";"A";"B";"B";"A"
1;1;1;1;498,5;553,5;529,5;535,5;1;466;3516200;"Franca";"SP";"";"";40;"F";1;1;1;0;0;0;1;0;0;0;0;0;0;"B";"B";"F";"B";"B";"B";"A"
1;1;1;1;478,1;575,2;457,2;491,4;1;416;3523107;"Itaquaquecetuba";"SP";"";"";27;"M";1;1;3;0;0;0;1;0;0;0;0;0;0;"B";"B";"D";"A";"A";"A";"A"
1;1;1;1;466,7;623,5;542,2;433,9;1;500;3106200;"Belo Horizonte";"MG";"4";"1";18;"M";2;3;1;0;0;0;0;0;0;0;1;0;0;"F";"E";"O";"C";"B";"B";"D"
1;1;1;1;627,9;744;637,5;844,6;1;680;3304557;"Rio de Janeiro";"RJ";"";"";18;"M";1;1;3;0;0;0;0;0;0;0;0;0;1;"C";"D";"C";"A";"B";"B";"A"
1;1;1;1;470,4;604,8;473,8;411,2;1;420;3118601;"Contagem";"MG";"";"";31;"M";4;1;1;0;0;0;0;0;1;0;0;0;0;"B";"B";"C";"A";"B";"B";"A"
1;1;1;1;430,9;490,6;476,1;452,1;1;600;2304400;"Fortaleza";"CE";"";"";20;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"C";"A";"B";"A";"B";"B";"A"
1;1;1;1;773,5;696,6;684,2;909,9;1;960;3304557;"Rio de Janeiro";"RJ";"";"";19;"M";1;1;1;0;0;0;0;0;0;0;1;0;0;"G";"G";"Q";"B";"E";"B";"D"
1;1;1;1;459,7;582,1;552,9;455,1;1;480;3550308;"S<e3>o Paulo";"SP";"";"";33;"M";4;1;1;0;0;0;0;0;1;0;0;0;0;"B";"B";"C";"A";"B";"B";"A"
1;1;1;1;390,3;417,6;372,3;388,2;1;200;3550308;"S<e3>o Paulo";"SP";"";"";22;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"E";"E";"C";"C";"B";"B";"A"
1;1;1;1;568,2;484,7;539,3;403,4;1;625;3550308;"S<e3>o Paulo";"SP";"";"";19;"F";1;1;1;0;0;0;0;0;0;0;0;1;0;"C";"E";"G";"B";"B";"B";"A"
1;1;1;1;430,7;591,8;467;471;1;420;3170206;"Uberl<e2>ndia";"MG";"2";"1";45;"M";2;2;3;0;0;0;0;0;1;0;0;0;0;"C";"B";"G";"B";"B";"B";"A"
1;1;1;1;426,7;498,8;460,3;421,9;1;500;3162500;"S<e3>o Jo<e3>o del Rei";"MG";"";"";20;"F";1;1;1;1;0;0;0;0;0;0;0;0;0;"D";"E";"F";"B";"B";"B";"B"
1;1;1;1;583,4;676,2;639,7;557,7;1;840;5300108;"Bras<ed>lia";"DF";"";"";21;"F";1;1;3;0;0;0;0;0;0;0;1;0;0;"E";"H";"J";"B";"C";"B";"D"
1;1;1;1;505,4;608,8;517,1;374;1;580;4314902;"Porto Alegre";"RS";"2";"1";18;"M";2;2;1;0;0;0;0;0;0;0;1;0;0;"F";"G";"N";"B";"C";"B";"A"
1;1;1;1;577,2;605,6;532,4;644;1;540;3107109;"Boa Esperan<e7>a";"MG";"";"";19;"M";1;1;1;0;0;0;1;0;0;0;0;0;0;"C";"F";"I";"B";"B";"B";"D"
1;1;1;1;497,7;617,7;553;548,4;1;720;3205200;"Vila Velha";"ES";"";"";20;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"E";"E";"C";"A";"B";"B";"D"
1;1;1;1;580,1;630,6;495,8;381,4;1;540;2409308;"Patu";"RN";"";"";18;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"B";"C";"B";"A";"B";"A";"A"
1;1;1;1;496;649;531,4;436,5;1;560;4316907;"Santa Maria";"RS";"";"";29;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"F";"E";"C";"A";"B";"B";"A"
1;1;1;1;405,6;548,3;479,8;370,8;1;640;3304557;"Rio de Janeiro";"RJ";"";"";19;"M";1;1;1;0;0;0;0;0;1;1;0;0;0;"F";"D";"P";"B";"C";"B";"D"
1;1;1;1;364;539,8;405,4;541,3;1;400;3113404;"Caratinga";"MG";"";"";21;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"D";"D";"E";"A";"B";"B";"A"
1;1;1;1;459,1;526,2;542,1;325,5;1;420;3506003;"Bauru";"SP";"2";"1";17;"F";2;2;3;1;0;0;0;0;0;0;0;0;0;"H";"F";"E";"A";"B";"B";"A"
1;1;1;1;549,5;653,5;641,5;682,5;1;540;4108304;"Foz do Igua<e7>u";"PR";"";"";28;"M";1;1;1;1;0;0;0;0;1;0;0;0;0;"H";"E";"D";"B";"D";"B";"B"
1;1;1;1;439,7;548,6;463,5;540,2;1;580;5300108;"Bras<ed>lia";"DF";"";"";19;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"F";"E";"G";"D";"B";"B";"D"
1;1;1;1;475,6;528,3;465,5;408,3;1;680;2504009;"Campina Grande";"PB";"";"";26;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"B";"D";"D";"B";"B";"A";"C"
1;1;1;1;475,7;590,9;512,6;388,5;1;640;1302603;"Manaus";"AM";"";"";20;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"A";"B";"B";"A";"B";"B";"A"
1;1;1;1;416,9;482,5;494,7;416,5;1;500;3300456;"Belford Roxo";"RJ";"2";"1";18;"F";2;2;1;0;0;0;0;0;1;0;0;0;0;"B";"C";"C";"A";"B";"B";"A"
1;1;1;1;358,5;553,1;455;370,2;1;440;2408003;"Mossor<f3>";"RN";"";"";34;"M";1;1;2;0;0;0;0;0;1;0;0;0;0;"B";"C";"C";"A";"B";"B";"D"
1;1;1;1;526,9;617,4;564,6;445,6;1;540;5008305;"Tr<ea>s Lagoas";"MS";"";"";17;"M";3;1;3;0;0;0;0;0;1;0;0;0;0;"E";"E";"C";"A";"B";"B";"A"
1;1;1;1;481,6;568,4;501,1;348,9;1;520;2506301;"Guarabira";"PB";"";"";45;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"A";"B";"B";"A";"B";"B";"A"
1;1;1;1;678,4;685,1;592,6;778,8;1;780;2307601;"Limoeiro do Norte";"CE";"4";"1";18;"M";2;3;1;1;0;0;0;0;0;0;0;0;0;"C";"E";"E";"B";"D";"B";"E"
1;1;1;1;542;618,4;478,4;461,6;1;460;3170107;"Uberaba";"MG";"";"";40;"M";1;1;2;0;0;0;0;0;1;0;0;0;0;"B";"A";"D";"A";"B";"B";"A"
1;1;1;1;426,1;604;564,4;543,7;1;800;4309209;"Gravata<ed>";"RS";"";"";18;"F";1;1;1;1;0;0;0;0;0;0;0;0;0;"D";"E";"E";"B";"B";"B";"A"
1;1;1;1;448,2;507,6;437,7;441,6;1;440;1302603;"Manaus";"AM";"";"";36;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"B";"B";"A";"A";"A";"A"
1;1;1;1;492,7;613,3;517,8;383,4;1;700;4105300;"C<e9>u Azul";"PR";"";"";36;"M";1;1;1;1;0;0;0;0;0;0;0;0;0;"B";"C";"D";"B";"B";"B";"A"
1;1;1;1;669,6;667;607,2;614;1;600;3104007;"Arax<e1>";"MG";"";"";40;"F";1;1;3;0;0;0;0;0;0;0;1;0;0;"H";"D";"C";"B";"B";"B";"A"
1;1;1;1;567,5;621,9;604,6;463,6;1;740;2611606;"Recife";"PE";"";"";19;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"E";"E";"D";"B";"B";"B";"D"
1;1;1;1;470,7;528,3;510,3;569,8;1;480;3518701;"Guaruj<e1>";"SP";"";"";19;"M";1;1;1;0;0;0;0;0;0;0;0;0;1;"H";"C";"H";"A";"B";"B";"A"
1;1;1;1;481,5;608,2;496,5;402;1;320;3551009;"S<e3>o Vicente";"SP";"2";"1";34;"M";2;2;3;0;0;0;0;0;1;0;0;0;0;"E";"F";"C";"A";"B";"B";"A"
1;1;1;1;595,4;666,7;621,5;699,8;1;760;4205407;"Florian<f3>polis";"SC";"4";"1";17;"M";2;3;1;1;0;0;0;0;0;0;0;0;0;"D";"E";"H";"C";"C";"B";"E"
1;1;1;1;589,3;599,4;596,2;601,3;1;320;4202404;"Blumenau";"SC";"1";"1";18;"M";2;2;3;1;0;0;0;0;0;0;0;0;0;"F";"F";"I";"B";"E";"B";"B"
1;1;1;1;484;453,9;464,3;414,6;1;600;5208707;"Goi<e2>nia";"GO";"";"";17;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"E";"F";"B";"A";"B";"A";"A"
1;1;1;1;582,6;599,8;540,9;591,5;1;540;3304557;"Rio de Janeiro";"RJ";"";"";18;"M";3;1;1;0;0;0;0;0;0;0;1;0;0;"F";"G";"N";"B";"C";"B";"D"
1;1;1;1;374,7;583,7;523,7;424,4;1;580;2403103;"Currais Novos";"RN";"";"";18;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"D";"D";"B";"B";"B";"A"
1;1;1;1;485,3;596,5;529,6;398,3;1;640;3136702;"Juiz de Fora";"MG";"";"";42;"M";4;1;1;1;0;0;0;0;1;0;0;0;0;"C";"B";"C";"A";"B";"B";"A"
1;1;1;1;656,9;727,6;635,3;786,8;1;960;2704302;"Macei<f3>";"AL";"1";"1";19;"M";2;2;3;0;0;0;0;0;0;0;1;0;0;"B";"C";"B";"A";"B";"B";"A"
1;1;1;1;589,9;658,4;578,4;719,3;1;860;3543402;"Ribeir<e3>o Preto";"SP";"";"";28;"F";1;1;3;0;0;0;0;0;0;0;1;0;0;"E";"F";"L";"B";"B";"B";"E"
1;1;1;1;529;617,4;554,3;552,5;1;460;1718204;"Porto Nacional";"TO";"";"";20;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"B";"D";"G";"A";"B";"B";"A"
1;1;1;1;452,7;576;428,9;474,5;1;360;3550308;"S<e3>o Paulo";"SP";"";"";20;"F";4;1;1;0;0;0;0;0;1;0;0;0;0;"H";"E";"K";"B";"C";"B";"D"
1;1;1;1;487,6;449;504,4;425;1;420;3202207;"Fund<e3>o";"ES";"";"";20;"F";1;1;3;1;0;0;0;0;0;0;0;0;0;"C";"C";"C";"A";"B";"A";"A"
1;1;1;1;443,9;585,3;511,4;537,3;1;400;1502400;"Castanhal";"PA";"";"";36;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"A";"B";"C";"A";"B";"A";"A"
1;1;1;1;449,7;628,3;557,6;472,6;1;620;3304557;"Rio de Janeiro";"RJ";"";"";34;"M";1;1;1;0;1;0;0;0;0;0;0;0;0;"F";"F";"G";"A";"B";"B";"D"
1;1;1;1;610,6;659,9;520,6;743,1;1;680;2208007;"Picos";"PI";"";"";19;"M";1;1;1;1;0;0;0;0;0;0;0;0;0;"C";"C";"J";"B";"B";"B";"D"
1;1;1;1;437,9;410,6;383,2;368,8;1;380;3551801;"Sete Barras";"SP";"";"";23;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"D";"D";"F";"B";"A";"A";"A"
1;1;1;1;397,7;550,8;475,7;460,9;1;416;3170206;"Uberl<e2>ndia";"MG";"";"";46;"F";1;1;1;0;0;0;1;0;0;0;0;0;0;"B";"B";"C";"A";"B";"B";"A"
1;1;1;1;478,5;460,8;404,6;371,5;1;640;2606002;"Garanhuns";"PE";"";"";29;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"C";"C";"B";"B";"B";"B";"A"
