"TP_PRESENCA_CN";"TP_PRESENCA_CH";"TP_PRESENCA_LC";"TP_PRESENCA_MT";"NU_NOTA_CN";"NU_NOTA_CH";"NU_NOTA_LC";"NU_NOTA_MT";"TP_STATUS_REDACAO";"NU_NOTA_REDACAO";"CO_MUNICIPIO_RESIDENCIA";"NO_MUNICIPIO_RESIDENCIA";"SG_UF_RESIDENCIA";"TP_DEPENDENCIA_ADM_ESC";"TP_LOCALIZACAO_ESC";"NU_IDADE";"TP_SEXO";"TP_ST_CONCLUSAO";"TP_ESCOLA";"TP_COR_RACA";"IN_BAIXA_VISAO";"IN_CEGUEIRA";"IN_SURDEZ";"IN_DEFICIENCIA_AUDITIVA";"IN_SURDO_CEGUEIRA";"IN_DEFICIENCIA_FISICA";"IN_DEFICIENCIA_MENTAL";"IN_DEFICIT_ATENCAO";"IN_DISLEXIA";"IN_AUTISMO";"Q001";"Q002";"Q006";"Q024";"Q010";"Q025";"Q027"
1;1;1;1;479,9;438,5;452,5;645,7;1;340;4212908;"Pinhalzinho";"SC";"2";"1";18;"M";2;2;1;0;1;0;0;0;0;0;0;0;0;"C";"E";"G";"C";"B";"B";"A"
1;1;1;1;463,6;570,6;482,2;388,4;1;360;3550308;"S<e3>o Paulo";"SP";"";"";45;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"E";"C";"B";"A";"B";"A"
1;1;1;1;407,8;498,3;438,6;382,7;1;280;2917003;"Iti<fa>ba";"BA";"";"";18;"F";1;1;3;0;0;1;0;0;0;0;0;0;0;"D";"F";"B";"A";"A";"B";"A"
1;1;1;1;500,6;603,1;591,2;525,8;1;360;3135209;"Janu<e1>ria";"MG";"";"";29;"F";1;1;3;1;0;0;0;0;0;0;0;0;0;"G";"F";"D";"B";"B";"B";"A"
1;1;1;1;460,6;461,3;538,9;570,7;1;540;2927408;"Salvador";"BA";"";"";31;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"A";"B";"E";"B";"B";"B";"A"
1;1;1;1;399,9;519,1;409;429,6;1;460;2609600;"Olinda";"PE";"2";"1";19;"M";2;2;3;0;0;0;1;0;0;0;0;0;0;"C";"E";"C";"A";"A";"B";"A"
1;1;1;1;453,2;457,5;377,8;411,3;1;280;1505106;"<d3>bidos";"PA";"";"";49;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"B";"B";"A";"A";"B";"A"
1;1;1;1;482,7;524,8;427,3;457,8;1;360;2412104;"S<e3>o Jo<e3>o do Sabugi";"RN";"";"";33;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"B";"C";"B";"A";"B";"A"
1;1;1;1;445;514,1;483,4;449,5;1;360;2308104;"Mauriti";"CE";"";"";30;"M";3;1;3;0;0;0;0;0;1;0;0;0;0;"A";"A";"B";"A";"A";"A";"A"
1;1;1;1;432,9;562,5;573,7;380,9;1;560;5103403;"Cuiab<e1>";"MT";"";"";28;"M";1;1;3;1;0;0;0;0;0;0;0;0;0;"E";"F";"G";"B";"B";"B";"A"
1;1;1;1;374,4;558;449;423,7;1;240;2309300;"Nova Russas";"CE";"2";"1";23;"F";2;2;0;0;0;0;0;0;0;0;1;0;0;"A";"H";"A";"A";"A";"A";"A"
1;1;1;1;757,8;695,8;572,3;852,4;1;660;3546009;"Santa Branca";"SP";"";"";22;"F";1;1;1;0;0;0;0;0;0;0;1;0;0;"D";"G";"H";"C";"B";"B";"B"
1;1;1;1;385,4;578,7;503,7;552,6;1;300;5211206;"Itapuranga";"GO";"2";"1";17;"F";2;2;3;0;0;0;0;0;0;1;0;0;0;"C";"F";"C";"C";"B";"B";"B"
1;1;1;1;427,6;495,3;427,7;464,7;1;300;1501402;"Bel<e9>m";"PA";"";"";41;"F";1;1;1;0;0;0;1;0;0;0;0;0;0;"D";"D";"C";"A";"A";"B";"A"
1;1;1;1;460,9;523;484,5;445,7;1;300;3541000;"Praia Grande";"SP";"";"";22;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"D";"C";"D";"B";"A";"B";"A"
1;1;1;1;588,6;628,4;585,5;748,4;1;920;5201405;"Aparecida de Goi<e2>nia";"GO";"";"";23;"F";1;1;3;0;0;0;0;0;0;0;1;0;0;"E";"D";"B";"B";"A";"A";"A"
1;1;1;1;456,1;448,2;471,1;447,7;1;240;2301208;"Aracoiaba";"CE";"";"";42;"F";1;1;3;1;0;0;0;0;0;0;0;0;0;"A";"A";"B";"A";"B";"A";"A"
1;1;1;1;449;432,6;543,1;536,2;1;520;1200401;"Rio Branco";"AC";"";"";54;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"C";"D";"G";"B";"B";"B";"A"
1;1;1;1;413,1;487,6;394,3;441,5;1;380;4116901;"Nova Esperan<e7>a";"PR";"";"";20;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"E";"E";"C";"A";"B";"B";"A"
1;1;1;1;437,3;524;501,5;513,2;1;360;3518800;"Guarulhos";"SP";"";"";19;"M";1;1;3;1;0;0;0;0;0;0;0;0;0;"E";"F";"F";"B";"A";"B";"A"
1;1;1;1;411,1;563,6;527,6;558,2;1;440;1302603;"Manaus";"AM";"";"";25;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"H";"B";"B";"A";"A";"A";"A"
1;1;1;1;580,9;672,2;611,8;459,7;1;680;3525904;"Jundia<ed>";"SP";"4";"1";18;"F";2;4;1;0;0;0;0;0;0;0;1;0;0;"F";"F";"P";"A";"C";"B";"D"
1;1;1;1;414;402,4;396,7;389,9;1;260;4310009;"Ibirub<e1>";"RS";"1";"1";23;"M";2;1;1;0;0;0;0;0;0;0;1;0;0;"E";"E";"J";"D";"B";"B";"A"
1;1;1;1;383,4;472,8;431,8;395,9;1;260;5211206;"Itapuranga";"GO";"2";"1";17;"F";2;2;3;0;0;0;0;0;0;1;0;0;0;"C";"F";"C";"C";"B";"B";"B"
1;1;1;1;399,4;494,4;510,6;409,8;1;320;2304400;"Fortaleza";"CE";"2";"1";17;"F";2;2;3;0;0;0;0;0;1;0;0;0;0;"D";"D";"C";"A";"A";"A";"A"
1;1;1;1;374,3;431,1;347,3;446,1;1;320;2931350;"Teixeira de Freitas";"BA";"";"";32;"M";1;1;2;1;0;0;0;0;0;0;0;0;0;"A";"A";"C";"A";"A";"A";"A"
1;1;1;1;462,8;593;371,8;519,1;1;420;2611101;"Petrolina";"PE";"";"";44;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"B";"D";"B";"A";"A";"A"
1;1;1;1;447,5;512,1;366,6;419,4;1;260;3526209;"Juquitiba";"SP";"";"";22;"F";1;1;3;0;0;0;0;0;0;0;1;0;0;"C";"E";"B";"A";"B";"B";"A"
1;1;1;1;654,5;645,1;624,8;641,7;1;920;5108402;"V<e1>rzea Grande";"MT";"";"";18;"F";1;1;1;1;0;0;0;0;0;0;0;0;0;"E";"G";"K";"C";"C";"B";"D"
1;1;1;1;409,1;495,1;384;484,6;1;240;4304200;"Candel<e1>ria";"RS";"2";"1";18;"F";2;2;1;0;0;0;1;0;0;0;0;0;0;"C";"C";"C";"B";"B";"A";"A"
1;1;1;1;447,8;619,5;559,3;738,7;1;740;3550308;"S<e3>o Paulo";"SP";"4";"1";17;"M";2;4;0;0;0;0;0;0;0;0;1;1;0;"F";"F";"P";"E";"C";"B";"D"
1;1;1;1;599,7;658,9;502,9;628,2;1;920;5208707;"Goi<e2>nia";"GO";"4";"1";18;"F";2;4;0;0;0;0;0;0;0;0;1;0;0;"G";"G";"D";"A";"C";"B";"E"
1;1;1;1;537,5;612,5;427,2;528;1;640;5212501;"Luzi<e2>nia";"GO";"";"";42;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"B";"A";"A";"B";"A";"B";"A"
1;1;1;1;516,6;620,3;592,9;583,3;1;740;3121605;"Diamantina";"MG";"";"";19;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"C";"E";"F";"B";"B";"B";"A"
1;1;1;1;460,5;479;474,7;370,5;1;380;1501808;"Breves";"PA";"";"";23;"F";1;1;3;0;0;0;1;0;0;0;0;0;0;"E";"E";"C";"A";"A";"A";"A"
1;1;1;1;683,6;703,2;574;727,9;1;840;3119401;"Coronel Fabriciano";"MG";"";"";21;"F";1;1;3;0;0;0;0;0;0;0;1;0;0;"D";"C";"D";"A";"B";"B";"A"
1;1;1;1;529,5;558,2;664,7;652,6;1;480;5208707;"Goi<e2>nia";"GO";"";"";22;"F";1;1;2;0;0;0;0;0;1;0;0;0;0;"B";"B";"B";"A";"A";"A";"C"
1;1;1;1;482,6;611,4;512,6;521,3;1;480;5101803;"Barra do Gar<e7>as";"MT";"";"";25;"M";4;1;4;0;0;0;0;0;1;0;0;0;0;"A";"D";"H";"C";"B";"B";"A"
1;1;1;1;444,8;546,1;455,5;537;1;320;2304202;"Crato";"CE";"2";"1";19;"M";2;2;3;0;0;1;0;0;0;0;0;0;0;"B";"D";"B";"A";"A";"B";"A"
1;1;1;1;480,1;407,3;428,5;384,2;1;200;4320008;"Sapucaia do Sul";"RS";"";"";27;"M";1;1;1;0;0;0;0;0;0;1;0;0;0;"D";"B";"C";"B";"A";"B";"F"
1;1;1;1;526,1;654,9;582,3;632,4;1;800;2700300;"Arapiraca";"AL";"4";"1";16;"M";2;4;3;0;0;0;0;0;1;0;0;0;0;"C";"G";"F";"A";"B";"B";"D"
1;1;1;1;372,9;457,8;398,1;461,3;1;340;3204203;"Pi<fa>ma";"ES";"";"";32;"M";1;1;2;0;0;0;1;0;0;0;0;0;0;"D";"E";"A";"A";"A";"B";"A"
1;1;1;1;445,7;577,8;560,3;513,4;1;580;4121406;"Realeza";"PR";"";"";35;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"A";"B";"B";"A";"B";"A";"A"
1;1;1;1;412,4;454,5;465;401,3;1;260;3103405;"Ara<e7>ua<ed>";"MG";"";"";36;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"C";"B";"B";"A";"A";"A";"A"
1;1;1;1;470;576,2;558,3;559,4;1;680;2303501;"Cascavel";"CE";"2";"1";19;"F";2;2;3;0;0;0;0;0;1;0;0;0;0;"B";"B";"B";"A";"A";"A";"A"
1;1;1;1;416,5;437;505,8;566,3;1;320;3145901;"Ouro Branco";"MG";"";"";30;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"G";"G";"Q";"C";"B";"B";"A"
1;1;1;1;618,8;642,6;499;630,3;1;820;3127701;"Governador Valadares";"MG";"";"";22;"M";1;1;1;0;0;0;0;0;0;0;1;0;0;"E";"G";"L";"E";"B";"B";"D"
1;1;1;1;705,6;757;632,3;764,5;1;900;3106705;"Betim";"MG";"";"";35;"M";1;1;3;0;0;0;0;0;0;0;1;0;0;"E";"F";"E";"B";"B";"B";"D"
1;1;1;1;569,4;719,4;710,7;721,7;1;760;2408102;"Natal";"RN";"";"";20;"F";1;1;1;0;0;0;0;0;0;0;1;0;0;"E";"E";"L";"C";"B";"B";"B"
1;1;1;1;466;440,2;367;381,2;1;320;5102504;"C<e1>ceres";"MT";"2";"1";40;"M";2;2;2;0;0;0;0;0;1;0;0;0;0;"H";"H";"B";"A";"A";"A";"A"
1;1;1;1;441,9;505,6;433,7;497,1;1;240;4211900;"Palho<e7>a";"SC";"1";"1";21;"M";2;1;2;0;0;1;0;0;0;0;0;0;0;"D";"E";"E";"B";"A";"B";"A"
1;1;1;1;494;613,5;544;511;1;460;3535200;"Palmeira d'Oeste";"SP";"";"";16;"F";3;1;1;0;0;0;0;0;0;0;1;1;0;"C";"E";"D";"A";"B";"B";"A"
1;1;1;1;464,3;554,8;432,1;488;1;500;1705508;"Colinas do Tocantins";"TO";"";"";22;"F";1;1;3;1;0;0;0;0;0;0;0;0;0;"A";"D";"D";"B";"B";"B";"B"
1;1;1;1;641,4;690,4;660,7;689,8;1;640;4315602;"Rio Grande";"RS";"";"";31;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"H";"C";"D";"B";"A";"B";"C"
1;1;1;1;455,4;580,1;524,1;521,1;1;400;2507507;"Jo<e3>o Pessoa";"PB";"4";"1";17;"F";2;4;3;0;0;0;0;0;1;0;0;0;0;"E";"E";"E";"B";"A";"A";"E"
1;1;1;1;461;439,8;369,8;389,4;1;340;2114007;"Z<e9> Doca";"MA";"";"";20;"M";1;1;0;1;0;0;0;0;0;0;0;0;0;"A";"C";"B";"B";"A";"A";"A"
1;1;1;1;426,2;459,4;461,4;374,3;1;200;2311603;"Reden<e7><e3>o";"CE";"2";"1";19;"F";2;2;3;0;0;1;0;0;0;0;0;0;0;"B";"B";"B";"A";"A";"A";"A"
1;1;1;1;393,1;558,4;526,7;441,8;1;300;2704302;"Macei<f3>";"AL";"";"";46;"F";1;1;3;1;0;0;0;0;1;0;0;0;0;"A";"A";"I";"B";"B";"B";"A"
1;1;1;1;441,7;501,2;445,2;426,5;1;340;2211001;"Teresina";"PI";"";"";24;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"D";"H";"B";"B";"A";"A";"A"
1;1;1;1;378,4;400,5;404,1;468,5;1;440;2608701;"Lagoa dos Gatos";"PE";"";"";17;"F";3;1;3;0;0;0;0;0;1;0;0;0;0;"D";"C";"B";"A";"A";"A";"A"
1;1;1;1;525,7;622,6;555,3;517,1;1;360;4316907;"Santa Maria";"RS";"";"";17;"F";2;1;1;0;0;0;0;0;0;0;1;0;0;"C";"B";"D";"A";"A";"B";"A"
1;1;1;1;459,7;467,3;419,2;398,6;1;360;5007406;"Rio Verde de Mato Grosso";"MS";"";"";29;"F";1;1;4;1;0;0;0;0;0;0;0;0;0;"A";"A";"A";"A";"A";"A";"E"
1;1;1;1;418,5;553,4;431,1;479,6;1;620;2504009;"Campina Grande";"PB";"";"";38;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"B";"E";"C";"A";"A";"A";"A"
1;1;1;1;512,1;612,1;578,2;554,8;1;600;3304557;"Rio de Janeiro";"RJ";"";"";19;"F";1;1;2;0;0;0;0;0;1;0;0;0;0;"E";"G";"H";"C";"A";"B";"A"
1;1;1;1;456,5;562,4;447,6;514,5;1;280;2304400;"Fortaleza";"CE";"2";"1";18;"M";2;2;2;0;0;0;0;0;1;0;0;0;0;"D";"E";"B";"A";"A";"A";"A"
1;1;1;1;534,1;581,1;501,8;465;1;340;3123858;"Entre Folhas";"MG";"";"";23;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"E";"C";"B";"A";"B";"A"
1;1;1;1;481,4;665,7;585;685,9;1;800;2408102;"Natal";"RN";"";"";18;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"F";"G";"J";"B";"B";"B";"C"
1;1;1;1;535,8;598,8;532,6;520,5;1;360;3143302;"Montes Claros";"MG";"2";"2";18;"M";2;2;2;0;0;0;0;0;1;0;0;0;0;"D";"E";"D";"B";"C";"B";"A"
1;1;1;1;495,8;460;471,6;441;1;500;2312403;"S<e3>o Gon<e7>alo do Amarante";"CE";"";"";15;"F";3;1;3;1;0;0;0;0;0;0;0;0;0;"E";"E";"E";"A";"B";"A";"A"
1;1;1;1;517,5;606,2;664,8;494,6;1;300;3518701;"Guaruj<e1>";"SP";"";"";19;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"C";"E";"D";"B";"A";"B";"A"
1;1;1;1;470;461,6;385;451,8;1;340;3165537;"Sarzedo";"MG";"";"";43;"M";1;1;2;0;0;0;0;0;1;0;0;0;0;"A";"B";"C";"B";"A";"A";"A"
1;1;1;1;424,1;639,4;565,6;386,5;1;620;3543402;"Ribeir<e3>o Preto";"SP";"";"";48;"M";1;1;2;0;0;0;0;0;1;0;0;0;0;"A";"A";"D";"B";"C";"B";"A"
1;1;1;1;391,5;543,9;415,5;385,3;1;540;1709302;"Guara<ed>";"TO";"2";"1";48;"M";2;2;2;1;0;0;0;0;0;0;0;0;0;"H";"B";"B";"A";"A";"A";"A"
1;1;1;1;394,8;560,3;395;461,5;1;320;3548708;"S<e3>o Bernardo do Campo";"SP";"2";"1";18;"F";2;2;2;0;0;0;1;0;0;0;0;0;0;"B";"C";"C";"B";"A";"A";"A"
1;1;1;1;529,8;446;437,4;536,5;1;520;2211001;"Teresina";"PI";"";"";19;"M";1;1;1;0;0;0;0;0;1;0;1;0;0;"G";"G";"C";"B";"B";"A";"E"
1;1;1;1;482,7;555,7;564;632;1;520;2408003;"Mossor<f3>";"RN";"";"";15;"M";3;1;1;0;0;0;0;0;1;0;1;0;0;"G";"G";"E";"B";"B";"B";"D"
1;1;1;1;612;636,7;651,7;669,3;1;720;5300108;"Bras<ed>lia";"DF";"";"";34;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"E";"G";"B";"A";"B";"A"
1;1;1;1;649,6;672,8;626,7;916;1;740;3147709;"Passa Tempo";"MG";"";"";21;"M";1;1;3;0;0;0;0;0;0;0;1;0;0;"E";"F";"F";"B";"B";"B";"A"
1;1;1;1;385,1;450,4;429,3;447,4;1;360;1501402;"Bel<e9>m";"PA";"";"";26;"M";1;1;3;0;1;0;0;0;0;0;0;0;0;"H";"B";"B";"A";"A";"A";"A"
1;1;1;1;515,5;472,9;391,5;422,1;1;240;2305506;"Iguatu";"CE";"";"";21;"F";1;1;3;0;0;1;0;0;0;0;0;0;0;"H";"C";"A";"A";"A";"A";"A"
1;1;1;1;464,2;472,2;353,6;467,2;1;280;1501402;"Bel<e9>m";"PA";"";"";22;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"H";"G";"H";"A";"A";"B";"D"
1;1;1;1;378,7;478,5;421,5;424,4;1;80;2304285;"Eus<e9>bio";"CE";"2";"1";18;"M";2;2;3;0;0;0;0;0;0;0;1;0;0;"H";"B";"B";"A";"A";"B";"A"
1;1;1;1;573,5;699,3;550,3;572,1;1;920;3131307;"Ipatinga";"MG";"";"";21;"F";1;1;3;0;0;0;0;0;0;0;1;0;0;"D";"D";"E";"B";"A";"B";"A"
1;1;1;1;404,8;598,6;448,8;442,4;1;440;2918407;"Juazeiro";"BA";"";"";41;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"E";"E";"C";"A";"A";"A";"A"
1;1;1;1;412,5;577,2;531,1;464,2;1;440;2507507;"Jo<e3>o Pessoa";"PB";"";"";34;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"E";"B";"B";"A";"A";"A"
1;1;1;1;402,5;402;380,6;457,8;1;100;3302270;"Japeri";"RJ";"";"";22;"M";1;1;3;0;0;0;0;0;0;0;0;0;1;"E";"E";"C";"A";"A";"A";"A"
1;1;1;1;543,8;615,3;454,3;535,9;1;320;2611002;"Petrol<e2>ndia";"PE";"";"";33;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"H";"D";"C";"B";"A";"A";"A"
1;1;1;1;376,1;552,8;355,7;421,7;1;320;1500800;"Ananindeua";"PA";"";"";25;"M";1;1;3;0;1;0;0;0;0;0;0;0;0;"B";"C";"C";"A";"A";"A";"A"
1;1;1;1;409,3;520,5;512,7;472,8;1;260;2312601;"S<e3>o Lu<ed>s do Curu";"CE";"2";"1";24;"M";2;2;3;0;0;0;0;0;1;0;0;0;0;"E";"C";"C";"A";"A";"B";"A"
1;1;1;1;534,2;544,5;580;372,4;1;640;5201405;"Aparecida de Goi<e2>nia";"GO";"";"";54;"F";1;1;1;0;0;0;1;0;0;0;0;0;0;"A";"A";"D";"B";"B";"B";"A"
1;1;1;1;477,7;559,4;439,1;402,5;1;280;2306405;"Itapipoca";"CE";"2";"1";18;"M";2;2;3;1;0;0;0;0;0;0;0;0;0;"C";"C";"B";"A";"A";"A";"A"
1;1;1;1;491,9;613,9;561;567,2;1;300;3543402;"Ribeir<e3>o Preto";"SP";"";"";18;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"H";"E";"F";"B";"A";"B";"A"
1;1;1;1;577;556,1;393;492,3;1;520;3509502;"Campinas";"SP";"";"";40;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"F";"F";"C";"B";"A";"B";"C"
1;1;1;1;428;508,3;371,9;433,8;1;240;1302603;"Manaus";"AM";"";"";20;"M";1;1;3;0;0;0;1;0;1;0;0;0;0;"D";"F";"F";"A";"C";"B";"C"
1;1;1;1;533,2;602,5;567,6;508;1;620;2304400;"Fortaleza";"CE";"";"";20;"F";1;1;1;0;1;0;0;0;0;0;0;0;0;"D";"F";"B";"B";"A";"B";"B"
1;1;1;1;530,5;615,9;477,4;562,7;1;480;3170107;"Uberaba";"MG";"";"";50;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"B";"B";"D";"A";"A";"A";"A"
1;1;1;1;441,6;535,3;434,2;477,7;1;480;5300108;"Bras<ed>lia";"DF";"";"";34;"F";2;1;2;0;0;0;0;0;0;0;1;0;0;"G";"E";"F";"B";"B";"B";"A"
1;1;1;1;499,1;639,8;533,2;463,9;1;500;4115200;"Maring<e1>";"PR";"";"";18;"M";1;1;3;1;0;0;0;0;0;0;0;0;0;"G";"G";"D";"C";"B";"B";"A"
1;1;1;1;581;633,5;590,9;544,4;1;720;2910800;"Feira de Santana";"BA";"";"";19;"F";1;1;1;0;0;0;0;0;0;0;1;0;0;"G";"G";"I";"C";"B";"B";"D"
1;1;1;1;515,1;568,8;550,7;408,9;1;340;3548708;"S<e3>o Bernardo do Campo";"SP";"";"";18;"F";1;1;4;0;0;0;0;0;1;0;0;0;0;"B";"B";"A";"A";"A";"A";"A"
1;1;1;1;566,5;628,8;571,5;664,7;1;600;2302404;"Boa Viagem";"CE";"2";"1";17;"M";2;2;3;1;0;0;0;0;0;0;0;0;0;"E";"D";"B";"B";"A";"B";"A"
1;1;1;1;432,5;557,4;412,9;369,2;1;240;2307650;"Maracana<fa>";"CE";"";"";32;"F";1;1;2;0;0;0;1;0;0;0;0;0;0;"C";"D";"C";"A";"A";"B";"A"
1;1;1;1;554,3;601,2;491,4;441,2;1;540;3515004;"Embu das Artes";"SP";"2";"1";17;"F";2;2;2;0;0;0;0;0;0;1;0;0;0;"C";"E";"G";"B";"A";"B";"A"
1;1;1;1;423,8;550,6;466,9;405,1;1;620;3300456;"Belford Roxo";"RJ";"";"";36;"F";3;1;1;0;0;0;0;0;1;0;0;0;0;"B";"B";"C";"B";"A";"B";"A"
1;1;1;1;391,7;506,5;439,5;451,3;1;400;1100023;"Ariquemes";"RO";"";"";23;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"D";"B";"D";"C";"B";"B";"A"
1;1;1;1;456,8;492,8;428,2;365,3;1;240;3531100;"Mongagu<e1>";"SP";"2";"1";17;"M";2;2;1;0;0;1;0;0;0;0;0;0;0;"C";"C";"B";"B";"B";"B";"A"
1;1;1;1;370,5;613,8;518,5;462,7;1;380;3522307;"Itapetininga";"SP";"";"";41;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"B";"D";"C";"B";"B";"B";"A"
1;1;1;1;669,5;715,1;631,4;735,5;1;740;2611606;"Recife";"PE";"";"";25;"M";1;1;1;0;0;0;0;0;0;0;1;0;0;"F";"E";"K";"C";"B";"B";"D"
1;1;1;1;406,5;607,7;509;395,2;1;560;2105302;"Imperatriz";"MA";"";"";48;"F";1;1;3;1;0;0;0;0;0;0;0;0;0;"C";"C";"B";"B";"A";"B";"A"
1;1;1;1;534,1;632,5;587,7;565,8;1;580;3303500;"Nova Igua<e7>u";"RJ";"";"";20;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"E";"C";"B";"B";"B";"A";"A"
1;1;1;1;432,4;470,6;504,9;425,9;1;500;1302603;"Manaus";"AM";"";"";23;"F";1;1;3;0;0;1;0;0;0;0;0;0;0;"H";"E";"B";"A";"A";"A";"A"
1;1;1;1;485,5;624,4;505,4;441,7;1;520;5103403;"Cuiab<e1>";"MT";"";"";35;"F";1;1;2;0;0;0;0;0;1;0;0;0;0;"B";"B";"E";"B";"A";"B";"A"
1;1;1;1;520,4;553,6;530,1;388,1;1;340;2305506;"Iguatu";"CE";"";"";20;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"C";"D";"A";"B";"A";"A";"A"
1;1;1;1;399,9;537,2;419,1;482,7;1;220;3520301;"Iguape";"SP";"2";"1";18;"F";2;2;1;0;0;0;1;0;0;0;0;0;0;"B";"B";"C";"B";"B";"A";"A"
1;1;1;1;530,9;610,1;540,6;545,4;1;300;2508901;"Mamanguape";"PB";"";"";32;"M";1;1;4;1;0;0;0;0;0;0;0;0;0;"D";"D";"B";"A";"A";"A";"A"
1;1;1;1;642,6;673,3;641,3;778,2;1;920;2507507;"Jo<e3>o Pessoa";"PB";"";"";18;"F";1;1;0;0;0;0;0;0;0;0;1;0;0;"G";"E";"M";"D";"B";"B";"D"
1;1;1;1;432,9;575,9;493,3;508,7;1;380;2927408;"Salvador";"BA";"4";"1";18;"M";2;4;2;0;0;0;0;0;0;1;0;0;0;"B";"E";"C";"A";"A";"A";"A"
1;1;1;1;408,7;549,3;467,8;503,2;1;540;3304557;"Rio de Janeiro";"RJ";"4";"1";17;"M";2;4;1;0;0;0;0;0;0;0;1;0;0;"F";"E";"D";"B";"C";"B";"D"
1;1;1;1;404,7;618,7;501,5;455,1;1;580;3130705;"Indian<f3>polis";"MG";"";"";19;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"C";"D";"D";"B";"B";"B";"C"
1;1;1;1;460,5;655,7;603,7;709;1;860;2504009;"Campina Grande";"PB";"";"";18;"F";1;1;1;0;0;0;0;0;0;0;1;0;0;"G";"F";"Q";"C";"E";"B";"D"
1;1;1;1;380,5;566;450;417,5;1;280;2806701;"S<e3>o Crist<f3>v<e3>o";"SE";"";"";33;"M";1;1;1;0;0;0;0;0;0;0;0;0;1;"H";"H";"C";"B";"A";"B";"D"
1;1;1;1;641,8;662,9;586,5;696,3;1;780;4115200;"Maring<e1>";"PR";"";"";19;"F";1;1;1;1;0;0;0;0;0;0;0;0;0;"F";"G";"G";"E";"C";"B";"D"
1;1;1;1;386,3;488;439,3;403,8;1;440;2306603;"Itatira";"CE";"2";"1";21;"M";2;2;3;0;0;0;0;0;1;0;0;0;0;"C";"C";"C";"A";"A";"A";"A"
1;1;1;1;544,1;648,2;622,6;663,2;1;740;3304557;"Rio de Janeiro";"RJ";"";"";21;"M";1;1;1;0;0;0;0;0;0;0;1;0;0;"E";"E";"D";"B";"A";"B";"D"
1;1;1;1;527,3;641,7;491,5;471,3;1;260;3522307;"Itapetininga";"SP";"";"";41;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"A";"C";"B";"A";"B";"A"
1;1;1;1;483,4;678,6;657,7;631,2;1;900;2507507;"Jo<e3>o Pessoa";"PB";"";"";32;"F";1;1;1;1;0;0;0;0;0;0;0;0;0;"F";"G";"L";"C";"C";"B";"D"
1;1;1;1;482,1;576,9;392,1;417,3;1;360;2927408;"Salvador";"BA";"";"";39;"M";1;1;3;0;0;0;0;0;0;1;0;0;0;"B";"C";"B";"A";"A";"B";"A"
1;1;1;1;376,9;447,1;410,5;541;1;360;2109007;"Porto Franco";"MA";"";"";18;"F";1;1;1;0;1;0;0;0;0;0;0;0;0;"C";"D";"C";"A";"B";"B";"A"
1;1;1;1;537,7;635,9;579,7;409;1;360;3550308;"S<e3>o Paulo";"SP";"";"";34;"F";2;1;1;0;0;0;1;0;0;0;0;0;0;"H";"D";"C";"A";"A";"B";"A"
1;1;1;1;474,6;610,4;503,5;397,3;1;540;3113701;"Carlos Chagas";"MG";"";"";57;"F";1;1;1;1;0;0;0;0;0;0;0;0;0;"A";"C";"C";"B";"A";"B";"A"
1;1;1;1;406,3;562,5;473,7;516,8;1;320;5219100;"Santa B<e1>rbara de Goi<e1>s";"GO";"2";"1";17;"M";2;2;3;1;0;0;0;0;0;0;0;0;0;"D";"D";"E";"B";"B";"B";"A"
