"TP_PRESENCA_CN";"TP_PRESENCA_CH";"TP_PRESENCA_LC";"TP_PRESENCA_MT";"NU_NOTA_CN";"NU_NOTA_CH";"NU_NOTA_LC";"NU_NOTA_MT";"TP_STATUS_REDACAO";"NU_NOTA_REDACAO";"CO_MUNICIPIO_RESIDENCIA";"NO_MUNICIPIO_RESIDENCIA";"SG_UF_RESIDENCIA";"TP_DEPENDENCIA_ADM_ESC";"TP_LOCALIZACAO_ESC";"NU_IDADE";"TP_SEXO";"TP_ST_CONCLUSAO";"TP_ESCOLA";"TP_COR_RACA";"IN_BAIXA_VISAO";"IN_CEGUEIRA";"IN_SURDEZ";"IN_DEFICIENCIA_AUDITIVA";"IN_SURDO_CEGUEIRA";"IN_DEFICIENCIA_FISICA";"IN_DEFICIENCIA_MENTAL";"IN_DEFICIT_ATENCAO";"IN_DISLEXIA";"IN_AUTISMO";"Q001";"Q002";"Q006";"Q024";"Q010";"Q025";"Q027"
1;1;1;1;632,7;588,1;558,6;429,8;1;400;3506003;"Bauru";"SP";"";"";30;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"E";"H";"B";"B";"B";"A"
1;1;1;1;631,8;590,7;581,8;567,4;1;780;3171303;"Vi<e7>osa";"MG";"";"";18;"F";1;1;1;0;0;0;0;0;0;0;1;0;0;"E";"E";"B";"B";"A";"B";"D"
1;1;1;1;587,2;605,1;576,3;624,7;1;660;5300108;"Bras<ed>lia";"DF";"";"";26;"M";1;1;3;0;0;0;0;0;0;0;1;0;0;"C";"D";"C";"B";"A";"B";"A"
1;1;1;1;342,8;411,8;411;372,9;1;640;2304400;"Fortaleza";"CE";"2";"1";20;"F";2;2;2;0;0;0;1;0;0;0;0;0;0;"C";"D";"D";"B";"B";"B";"A"
1;1;1;1;546,7;536,9;526,7;526,8;1;740;3127701;"Governador Valadares";"MG";"";"";24;"M";1;1;2;0;0;0;0;0;1;0;0;0;0;"H";"H";"E";"C";"A";"B";"B"
1;1;1;1;513,7;422,6;418,4;406,1;1;160;5201108;"An<e1>polis";"GO";"";"";48;"F";1;1;1;0;0;0;0;0;0;1;0;0;0;"B";"A";"G";"A";"B";"A";"A"
1;1;1;1;453,3;360,9;369,2;381,8;1;600;1302603;"Manaus";"AM";"";"";51;"M";1;1;3;1;0;0;0;0;0;0;0;0;0;"B";"B";"C";"A";"A";"A";"A"
1;1;1;1;345;399,7;397,9;388,4;1;320;2304400;"Fortaleza";"CE";"";"";24;"F";1;1;1;0;0;1;0;0;0;0;0;0;0;"G";"E";"G";"B";"B";"B";"A"
1;1;1;1;458,9;572,2;572;608,7;1;680;2408003;"Mossor<f3>";"RN";"";"";20;"M";1;1;2;0;0;0;0;0;1;0;0;0;0;"D";"E";"B";"B";"A";"B";"A"
1;1;1;1;510,2;604,6;528,5;463,7;1;640;1400100;"Boa Vista";"RR";"";"";26;"M";1;1;2;1;0;0;0;0;0;0;0;0;0;"F";"E";"E";"B";"B";"B";"A"
1;1;1;1;667,9;697,3;620,7;723,4;1;720;3543402;"Ribeir<e3>o Preto";"SP";"4";"1";17;"M";2;3;1;0;0;0;0;0;0;0;1;0;0;"G";"F";"F";"C";"B";"B";"D"
1;1;1;1;502,2;592,8;588,8;623,2;1;600;2303709;"Caucaia";"CE";"";"";31;"M";1;1;0;0;0;0;0;0;0;0;1;0;0;"C";"C";"B";"B";"A";"B";"A"
1;1;1;1;672;646,6;631,4;822,5;1;660;2112209;"Timon";"MA";"";"";17;"M";3;1;3;1;0;0;0;0;0;0;0;0;0;"E";"G";"F";"B";"B";"B";"C"
1;1;1;1;509,7;461,4;445,1;478,4;1;560;2304400;"Fortaleza";"CE";"";"";33;"M";1;1;3;0;0;0;1;0;0;0;0;0;0;"E";"E";"B";"B";"A";"B";"A"
1;1;1;1;429,7;469,7;496,3;561,4;1;540;3131307;"Ipatinga";"MG";"";"";15;"F";3;1;3;0;0;0;0;0;1;0;0;0;0;"C";"B";"F";"B";"A";"B";"A"
1;1;1;1;637,1;711,2;605,1;708,8;1;600;3509502;"Campinas";"SP";"";"";30;"M";1;1;3;0;0;0;0;0;0;0;1;0;0;"D";"C";"G";"B";"B";"B";"A"
1;1;1;1;625,3;635,8;550,6;563,2;1;860;3303203;"Nil<f3>polis";"RJ";"";"";20;"F";1;1;1;1;0;0;0;0;0;0;0;0;0;"E";"E";"C";"A";"A";"A";"D"
1;1;1;1;564,2;475,4;443,9;493,4;1;500;1501402;"Bel<e9>m";"PA";"";"";19;"M";1;1;1;0;0;0;0;0;0;0;1;1;0;"F";"G";"C";"B";"B";"B";"E"
1;1;1;1;466,3;498;461,8;476,7;1;500;1302603;"Manaus";"AM";"";"";30;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"E";"E";"E";"C";"B";"B";"A"
1;1;1;1;485,3;679,6;601,5;433;1;740;3550308;"S<e3>o Paulo";"SP";"";"";25;"F";1;1;1;0;0;0;1;0;0;0;0;0;0;"D";"E";"G";"C";"B";"B";"A"
1;1;1;1;417,7;500,6;353;411,7;1;460;1501402;"Bel<e9>m";"PA";"";"";43;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"A";"A";"B";"A";"A";"A";"A"
1;1;1;1;574;644,8;562,8;661,1;1;500;2611606;"Recife";"PE";"4";"1";17;"M";2;3;1;0;0;0;0;0;0;0;0;0;1;"G";"G";"Q";"E";"B";"B";"D"
1;1;1;1;428,7;340,7;426,5;409,7;1;640;2804508;"Nossa Senhora da Gl<f3>ria";"SE";"4";"1";17;"M";2;3;1;0;0;0;0;0;0;0;1;0;0;"B";"B";"D";"C";"D";"B";"D"
1;1;1;1;665,5;622,4;555,7;666,2;1;920;4316808;"Santa Cruz do Sul";"RS";"";"";21;"F";1;1;1;0;0;0;0;0;0;0;1;0;0;"D";"E";"D";"C";"B";"B";"A"
1;1;1;1;445,2;439,3;465;378,2;1;500;1501782;"Breu Branco";"PA";"";"";50;"M";1;1;1;1;0;0;0;0;0;0;0;0;0;"B";"B";"B";"A";"A";"A";"A"
1;1;1;1;652,4;635,2;672,9;715,7;1;920;5201108;"An<e1>polis";"GO";"";"";20;"F";1;1;1;0;0;0;0;0;0;0;1;0;0;"H";"F";"Q";"B";"C";"B";"D"
1;1;1;1;599,7;582,3;518,1;673;1;700;3129806;"Ibirit<e9>";"MG";"";"";21;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"D";"E";"G";"B";"B";"B";"A"
1;1;1;1;441,4;416,7;357,9;362,1;1;380;3550308;"S<e3>o Paulo";"SP";"";"";20;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"F";"E";"B";"B";"B";"B";"A"
1;1;1;1;379,1;411,3;473,1;487,1;1;520;1500800;"Ananindeua";"PA";"";"";53;"F";1;1;3;0;1;0;0;0;0;0;0;0;0;"C";"A";"B";"A";"A";"A";"A"
1;1;1;1;533,4;579,8;514,6;391,7;1;560;2304285;"Eus<e9>bio";"CE";"";"";25;"M";1;1;3;0;0;0;0;0;0;1;0;0;0;"H";"D";"C";"B";"A";"B";"C"
1;1;1;1;599,4;618;470;543,8;1;680;2504009;"Campina Grande";"PB";"";"";39;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"C";"E";"B";"A";"B";"A"
1;1;1;1;573,5;596;544,2;405,5;1;400;2927408;"Salvador";"BA";"";"";34;"F";1;1;2;1;0;0;0;0;0;0;0;0;0;"B";"B";"D";"B";"A";"B";"A"
1;1;1;1;413,9;449,5;492,2;404,3;1;560;3542206;"Rancharia";"SP";"";"";22;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"D";"B";"C";"B";"B";"A";"A"
1;1;1;1;667;706,4;562,1;800,7;1;800;3119401;"Coronel Fabriciano";"MG";"";"";19;"M";1;1;3;0;0;0;0;0;0;0;1;0;0;"D";"F";"F";"A";"C";"B";"D"
1;1;1;1;587,1;581,5;563,6;605,8;1;620;2611606;"Recife";"PE";"";"";52;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"D";"G";"C";"B";"A";"B";"A"
1;1;1;1;635,6;629,9;613,2;583,2;1;660;3117702;"Concei<e7><e3>o do Rio Verde";"MG";"";"";19;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"E";"F";"G";"C";"B";"B";"D"
1;1;1;1;645,7;682,5;615,1;801,9;1;920;3168705;"Tim<f3>teo";"MG";"";"";18;"F";1;1;1;0;0;0;0;0;0;0;1;0;0;"F";"G";"G";"B";"B";"B";"D"
1;1;1;1;493,1;531,3;524,8;440,1;1;400;3522505;"Itapevi";"SP";"";"";21;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"E";"C";"F";"B";"B";"B";"A"
1;1;1;1;497,2;560;558,9;431,4;1;640;2902708;"Barra";"BA";"";"";24;"M";1;1;2;0;0;0;0;0;1;0;0;0;0;"B";"B";"B";"B";"A";"B";"A"
1;1;1;1;498,6;585,5;515;394,7;1;380;4315503;"Restinga Seca";"RS";"";"";28;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"E";"E";"B";"B";"A";"B";"A"
1;1;1;1;487,4;372,3;510,7;596,5;1;640;2407104;"Maca<ed>ba";"RN";"";"";26;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"D";"E";"D";"B";"A";"B";"A"
1;1;1;1;528,8;567,1;461,7;582,3;1;520;3106200;"Belo Horizonte";"MG";"4";"1";19;"M";2;3;3;0;0;0;0;0;0;0;1;0;0;"E";"E";"G";"C";"C";"B";"D"
1;1;1;1;636,9;608,9;588,9;514;1;920;5208707;"Goi<e2>nia";"GO";"";"";24;"F";1;1;1;0;0;0;0;0;0;0;1;0;0;"F";"F";"J";"B";"B";"B";"D"
1;1;1;1;519,3;531,6;483;626;1;600;5002951;"Chapad<e3>o do Sul";"MS";"";"";22;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"D";"D";"D";"B";"A";"A";"A"
1;1;1;1;522,3;491;547,7;545,4;1;600;2303709;"Caucaia";"CE";"";"";28;"M";1;1;5;0;0;0;0;0;1;0;0;0;0;"A";"A";"D";"A";"B";"B";"A"
1;1;1;1;560,8;675,6;682,9;646,6;1;700;2803203;"Itaporanga d'Ajuda";"SE";"";"";22;"M";1;1;2;0;0;0;1;0;0;0;0;0;0;"H";"G";"F";"B";"B";"B";"A"
1;1;1;1;521,5;558,3;514,6;649,6;1;500;3304524;"Rio das Ostras";"RJ";"";"";41;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"F";"B";"C";"B";"B";"B";"A"
1;1;1;1;317,5;401,2;426,6;411,4;1;500;3534401;"Osasco";"SP";"";"";26;"M";1;1;1;0;0;0;1;0;0;0;0;0;0;"H";"H";"B";"B";"A";"B";"A"
1;1;1;1;629,8;634,6;605;515,4;1;660;4113700;"Londrina";"PR";"";"";51;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"E";"H";"F";"B";"B";"B";"C"
1;1;1;1;457,1;504,9;488;407,6;1;460;2507507;"Jo<e3>o Pessoa";"PB";"";"";25;"M";1;1;1;1;0;0;0;0;0;0;0;0;0;"H";"H";"B";"A";"A";"A";"A"
1;1;1;1;684,9;708,4;597,7;896;1;780;3118304;"Conselheiro Lafaiete";"MG";"";"";22;"M";1;1;3;0;0;0;0;0;0;0;1;0;0;"E";"E";"G";"C";"B";"B";"D"
1;1;1;1;545,5;458,8;391,8;479,5;1;260;2927408;"Salvador";"BA";"";"";41;"M";1;1;2;1;0;0;0;0;0;0;0;0;0;"B";"B";"B";"B";"A";"B";"A"
1;1;1;1;537,7;442;520,4;396,7;1;600;2304400;"Fortaleza";"CE";"";"";19;"F";1;1;3;1;0;0;0;0;0;0;0;0;0;"E";"D";"F";"B";"A";"B";"A"
1;1;1;1;648,4;689;623,9;731,3;1;780;3105707;"Barra Longa";"MG";"";"";18;"M";3;1;3;0;0;0;0;0;0;0;1;0;0;"E";"G";"G";"B";"B";"B";"A"
1;1;1;1;480,5;498,8;454,8;385,2;1;580;2305506;"Iguatu";"CE";"2";"1";19;"M";2;2;1;0;0;0;0;0;1;0;0;0;0;"D";"D";"B";"B";"B";"B";"A"
1;1;1;1;533,4;580,3;504,2;467,8;1;440;5001102;"Aquidauana";"MS";"";"";21;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"D";"E";"B";"A";"B";"A"
1;1;1;1;700,3;659,3;592,6;779,1;1;740;4106902;"Curitiba";"PR";"";"";25;"M";1;1;1;0;0;0;0;0;0;0;1;0;0;"E";"E";"H";"D";"D";"B";"A"
1;1;1;1;592,8;406,7;307,3;412,1;1;700;2704302;"Macei<f3>";"AL";"";"";21;"F";1;1;2;1;0;0;0;0;0;0;0;0;0;"D";"D";"D";"B";"B";"B";"A"
1;1;1;1;412,6;601,7;555,7;569,9;1;620;3167202;"Sete Lagoas";"MG";"";"";18;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"C";"D";"B";"B";"A";"A";"A"
1;1;1;1;463,9;459,8;494,4;556,7;1;340;3168606;"Te<f3>filo Otoni";"MG";"";"";24;"F";1;1;1;0;0;0;0;0;0;0;1;0;0;"F";"F";"H";"B";"A";"B";"A"
1;1;1;1;413,9;519,1;455;609,4;1;560;2612208;"Salgueiro";"PE";"2";"1";19;"M";2;2;3;1;0;0;0;0;0;0;0;0;0;"B";"D";"C";"B";"B";"B";"A"
1;1;1;1;601,8;630,7;549,2;558;1;740;1200401;"Rio Branco";"AC";"";"";19;"F";1;1;1;1;0;0;0;0;0;0;0;0;0;"E";"F";"I";"B";"B";"B";"D"
1;1;1;1;496,3;411,8;439,2;482,9;1;400;2927408;"Salvador";"BA";"";"";32;"M";1;1;2;0;0;0;0;0;1;0;0;0;0;"D";"C";"C";"A";"A";"B";"A"
1;1;1;1;457,9;369,1;440,1;420,6;1;460;4314100;"Passo Fundo";"RS";"";"";22;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"C";"C";"D";"B";"B";"B";"A"
1;1;1;1;597,3;600,1;455,7;472,5;1;540;3549904;"S<e3>o Jos<e9> dos Campos";"SP";"";"";20;"M";1;1;0;0;0;0;0;0;0;0;0;1;0;"F";"F";"N";"D";"B";"B";"D"
1;1;1;1;463,4;494,5;399,2;470,7;1;580;3300456;"Belford Roxo";"RJ";"2";"1";19;"M";2;2;1;0;0;0;0;0;1;0;0;0;0;"F";"D";"G";"B";"B";"B";"A"
1;1;1;1;443,3;566,3;502,8;482,6;1;520;5221700;"Uruana";"GO";"";"";22;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"E";"D";"B";"B";"B";"A"
1;1;1;1;582,9;653,3;607,9;552;1;720;3147907;"Passos";"MG";"";"";18;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"C";"D";"E";"B";"B";"B";"A"
1;1;1;1;587,9;588,8;589,8;560,6;1;640;2910800;"Feira de Santana";"BA";"";"";20;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"H";"H";"C";"B";"A";"B";"A"
1;1;1;1;365,3;438;405,9;386,6;1;180;2401701;"Bom Jesus";"RN";"";"";30;"M";1;1;1;0;0;1;0;0;0;0;0;0;0;"E";"D";"C";"B";"A";"B";"A"
1;1;1;1;486,7;500;532,5;531;1;560;2501807;"Bayeux";"PB";"";"";17;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"H";"E";"C";"B";"A";"B";"A"
1;1;1;1;531,3;593,6;552,1;529;1;680;3205002;"Serra";"ES";"";"";18;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"F";"E";"H";"B";"B";"B";"D"
1;1;1;1;583,6;621,9;566,9;698,5;1;760;2513901;"S<e3>o Bento";"PB";"4";"1";17;"M";2;3;1;0;0;0;0;0;1;0;0;0;0;"F";"F";"D";"D";"C";"B";"D"
1;1;1;1;484,8;379,4;400,1;394,8;1;240;3112307;"Capelinha";"MG";"";"";17;"M";3;1;3;1;0;0;0;0;0;0;0;0;0;"B";"E";"C";"A";"A";"B";"A"
1;1;1;1;536,1;520,2;476,5;478,7;1;460;3106200;"Belo Horizonte";"MG";"";"";29;"M";1;1;1;1;0;0;0;0;0;0;0;0;0;"E";"B";"B";"B";"A";"B";"A"
1;1;1;1;553,8;413,1;556,8;553,2;1;620;5006606;"Ponta Por<e3>";"MS";"";"";30;"F";1;1;3;1;0;0;0;0;0;0;0;0;0;"C";"B";"B";"B";"A";"B";"A"
1;1;1;1;480,4;447,3;467,1;420,4;1;720;4309308;"Gua<ed>ba";"RS";"2";"1";27;"M";2;2;1;0;0;0;0;0;1;0;0;0;0;"B";"B";"C";"A";"A";"B";"A"
1;1;1;1;515,9;570,6;590,2;619,1;1;320;5103403;"Cuiab<e1>";"MT";"";"";25;"M";1;1;4;1;0;0;0;0;0;0;0;0;0;"B";"F";"D";"A";"A";"B";"A"
1;1;1;1;447,8;401,7;397,4;385,9;1;260;2927408;"Salvador";"BA";"";"";46;"M";1;1;2;1;0;0;0;0;0;0;0;0;0;"A";"B";"A";"A";"A";"A";"A"
1;1;1;1;384,2;476;430,4;493,5;1;720;1506609;"Santa Maria do Par<e1>";"PA";"";"";23;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"B";"B";"B";"A";"B";"A"
1;1;1;1;615,6;657,3;579,8;678,3;1;400;2927408;"Salvador";"BA";"4";"1";17;"M";2;3;1;0;0;0;0;0;0;0;1;0;0;"E";"F";"H";"C";"C";"B";"D"
1;1;1;1;508,9;565,6;483,3;430,7;1;580;2602209;"Bom Jardim";"PE";"";"";17;"M";1;1;2;0;0;0;0;0;1;0;0;0;0;"E";"E";"B";"A";"A";"B";"A"
1;1;1;1;569,5;624,9;584,9;603,8;1;640;2307304;"Juazeiro do Norte";"CE";"";"";29;"M";1;1;2;0;0;0;0;0;1;0;0;0;0;"B";"E";"C";"B";"A";"B";"A"
1;1;1;1;558,3;479,4;551,3;535,5;1;520;3505708;"Barueri";"SP";"";"";36;"M";1;1;3;1;0;0;0;0;0;0;0;0;0;"A";"A";"B";"A";"A";"A";"A"
1;1;1;1;558,5;570,7;504;546,1;1;620;3161106;"S<e3>o Francisco";"MG";"";"";31;"F";1;1;2;0;0;0;0;0;1;0;0;0;0;"B";"A";"C";"A";"A";"A";"A"
1;1;1;1;573;517,8;476,4;465,4;1;480;2313401;"Tiangu<e1>";"CE";"";"";70;"M";1;1;1;0;0;0;0;0;0;0;1;0;0;"D";"C";"C";"B";"B";"B";"B"
1;1;1;1;530,4;407,2;472,8;415,6;1;400;2611101;"Petrolina";"PE";"";"";23;"M";1;1;1;1;0;0;0;0;0;0;0;0;0;"C";"E";"C";"B";"A";"B";"A"
1;1;1;1;609,2;616,7;556,3;849,1;1;700;2611606;"Recife";"PE";"";"";19;"M";1;1;3;0;0;0;0;0;0;0;0;1;0;"E";"E";"P";"D";"B";"B";"D"
1;1;1;1;528,4;449,8;498,3;377,8;1;400;3550308;"S<e3>o Paulo";"SP";"";"";36;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"E";"C";"C";"A";"A";"A";"A"
