"IN_PRESENCA_CN";"IN_PRESENCA_CH";"IN_PRESENCA_LC";"IN_PRESENCA_MT";"NOTA_CN";"NOTA_CH";"NOTA_LC";"NOTA_MT";"IN_STATUS_REDACAO";"NU_NOTA_REDACAO";"COD_MUNICIPIO_RESIDENCIA";"NO_MUNICIPIO_RESIDENCIA";"UF_RESIDENCIA";"ID_DEPENDENCIA_ADM_ESC";"ID_LOCALIZACAO_ESC";"IDADE";"TP_SEXO";"ST_CONCLUSAO";"TP_ESCOLA";"TP_COR_RACA";"IN_BAIXA_VISAO";"IN_CEGUEIRA";"IN_SURDEZ";"IN_DEFICIENCIA_AUDITIVA";"IN_SURDO_CEGUEIRA";"IN_DEFICIENCIA_FISICA";"IN_DEFICIENCIA_MENTAL";"IN_DEFICIT_ATENCAO";"IN_DISLEXIA";"IN_AUTISMO";"Q001";"Q002";"Q003";"Q005";"Q010";"Q011";"Q017"
1;1;1;1;475;522,7;534,3;410,4;7;480;5300108;"BRASILIA";"DF";"";"";17;"F";3;0;1;0;0;0;0;0;1;0;0;0;0;"E";"E";"C";"D";"D";"A";"D"
1;1;1;1;499,3;624,3;564,1;414;7;680;3136652;"JUATUBA";"MG";"2";"1";29;"F";2;1;3;0;1;0;0;0;0;0;0;0;0;"B";"C";"C";"B";"A";"D";"A"
1;1;1;1;533,9;574,2;553,2;551,3;7;620;4322202;"TUPANCIRETA";"RS";"1";"2";17;"M";2;1;1;1;0;0;0;0;0;0;0;0;0;"B";"B";"C";"A";"D";"D";"A"
1;1;1;1;443;564,1;534,8;372,8;7;500;5215231;"NOVO GAMA";"GO";"";"";19;"M";1;2;2;0;0;0;0;0;1;0;0;0;0;"F";"E";"F";"A";"A";"D";"D"
1;1;1;1;481,7;588,1;556,9;535;7;520;3550308;"SAO PAULO";"SP";"3";"1";17;"M";2;1;3;0;0;0;0;0;1;0;0;0;0;"C";"C";"A";"B";"A";"D";"D"
1;1;1;1;404,4;436;424,2;429,9;7;300;2111300;"SAO LUIS";"MA";"";"";35;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"A";"A";"A";"C";"D";"D";"D"
1;1;1;1;543,9;553,7;473,1;529,8;7;440;2408300;"NOVA CRUZ";"RN";"";"";27;"F";1;2;3;0;0;0;0;0;1;0;0;0;0;"I";"E";"C";"E";"A";"D";"A"
1;1;1;1;483,5;455,2;472,5;397,9;7;580;5107040;"PRIMAVERA DO LESTE";"MT";"2";"1";18;"F";2;1;1;1;0;0;0;0;0;0;0;0;0;"E";"D";"D";"C";"A";"D";"D"
1;1;1;1;396;495,4;372;426,6;7;440;2610202;"PANELAS";"PE";"";"";17;"F";3;0;1;1;0;0;0;0;0;0;0;0;0;"B";"E";"I";"A";"B";"C";"A"
1;1;1;1;521,3;595;506,6;424,6;7;600;2304400;"FORTALEZA";"CE";"";"";38;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"E";"B";"D";"A";"A";"D";"D"
1;1;1;1;500;578,8;482,6;529,1;7;480;2927408;"SALVADOR";"BA";"";"";31;"F";1;1;3;1;0;0;0;0;0;0;0;0;0;"B";"B";"B";"C";"A";"D";"A"
1;1;1;1;375,6;380,7;343,7;342;7;234;3131307;"IPATINGA";"MG";"";"";21;"F";3;0;3;0;0;1;0;0;0;0;0;0;0;"E";"E";"I";"B";"A";"A";"A"
1;1;1;1;483,5;601,8;480,3;437,9;7;625;1501402;"BELEM";"PA";"4";"1";18;"M";2;2;3;0;0;0;0;0;0;0;1;1;0;"H";"E";"M";"A";"A";"B";"A"
1;1;1;1;451,6;583,1;421,2;544,3;7;525;3304557;"RIO DE JANEIRO";"RJ";"";"";49;"F";1;1;3;0;0;0;0;0;0;1;1;1;0;"I";"C";"C";"A";"A";"A";"A"
1;1;1;1;465,2;512,5;552;425,4;7;784;3530805;"MOJI MIRIM";"SP";"";"";24;"F";1;1;2;0;0;0;1;0;0;0;0;0;0;"B";"B";"B";"C";"D";"A";"A"
1;1;1;1;378;420;465,1;382;7;320;2800308;"ARACAJU";"SE";"4";"1";18;"F";2;2;3;1;0;0;0;0;0;0;0;0;0;"E";"E";"B";"A";"A";"D";"A"
1;1;1;1;380,8;436,8;411,7;362,9;7;340;5300108;"BRASILIA";"DF";"";"";17;"M";3;0;3;1;0;0;0;0;1;0;0;0;0;"B";"B";"B";"D";"A";"D";"A"
1;1;1;1;574;530,5;499,8;527,9;7;420;3515707;"FERRAZ DE VASCONCELOS";"SP";"2";"1";18;"F";2;1;3;1;0;0;0;0;0;0;0;0;0;"A";"B";"D";"A";"A";"A";"A"
1;1;1;1;470,4;472,6;410,3;416;7;400;3118601;"CONTAGEM";"MG";"";"";17;"F";3;0;1;1;0;0;0;0;1;0;0;0;0;"I";"B";"B";"A";"A";"A";"A"
1;1;1;1;445,5;463,2;357,3;427,4;7;280;3148103;"PATROCINIO";"MG";"";"";19;"M";3;0;1;1;0;0;0;0;1;0;0;0;0;"E";"E";"F";"B";"D";"A";"C"
1;1;1;1;449,3;423,1;354,7;323,4;7;458;2512408;"PUXINANA";"PB";"";"";18;"F";3;0;1;0;0;1;0;0;0;0;0;0;0;"F";"F";"D";"D";"A";"A";"A"
1;1;1;1;641,1;657,8;539,9;516,3;7;760;3550308;"SAO PAULO";"SP";"";"";32;"F";1;2;1;0;0;0;0;0;0;0;1;0;0;"G";"G";"I";"B";"C";"C";"B"
1;1;1;1;568,7;630,1;553,7;484,1;7;600;3550308;"SAO PAULO";"SP";"";"";20;"F";1;1;1;0;0;0;0;0;0;0;0;1;0;"D";"G";"F";"A";"B";"A";"A"
1;1;1;1;384,6;474,6;413,3;344,4;7;400;3304557;"RIO DE JANEIRO";"RJ";"";"";45;"M";4;0;2;0;0;0;0;0;1;0;0;0;0;"G";"G";"E";"A";"A";"A";"A"
1;1;1;1;544,1;640,5;634,2;480,6;7;760;2803609;"LARANJEIRAS";"SE";"";"";17;"F";3;0;2;0;0;0;0;0;1;0;0;0;0;"E";"G";"B";"C";"A";"D";"A"
1;1;1;1;491,5;527,2;468,1;348,2;7;120;5201306;"ANICUNS";"GO";"2";"1";18;"M";2;1;1;0;0;0;0;0;0;0;1;0;0;"D";"H";"E";"A";"A";"A";"A"
1;1;1;1;410,8;553,2;582,2;434,6;7;720;2602902;"CABO DE SANTO AGOSTINHO";"PE";"";"";18;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"E";"C";"D";"A";"D";"D";"A"
1;1;1;1;404,1;501,8;321;340,1;7;0;1503309;"IGARAPE-MIRI";"PA";"";"";18;"F";3;0;1;0;0;0;1;0;0;0;0;0;0;"E";"E";"B";"A";"A";"A";"A"
1;1;1;1;508,5;514,9;501,6;407,9;7;280;4205407;"FLORIANOPOLIS";"SC";"";"";14;"F";3;0;1;1;0;0;0;0;0;0;0;0;0;"D";"D";"M";"A";"A";"B";"A"
1;1;1;1;456;552;533,6;414,5;7;560;1718881;"SANTA MARIA DO TOCANTINS";"TO";"";"";26;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"A";"A";"B";"D";"A";"D";"A"
1;1;1;1;370,1;396,5;408,7;359,5;7;320;2207702;"PARNAIBA";"PI";"";"";19;"F";1;1;3;0;0;0;0;0;0;1;0;0;0;"A";"E";"B";"A";"A";"D";"A"
1;1;1;1;433,2;605,4;593,4;508,7;7;658;3304557;"RIO DE JANEIRO";"RJ";"";"";15;"F";3;0;2;0;0;0;1;0;0;0;0;0;0;"E";"H";"G";"A";"A";"D";"A"
1;1;1;1;429,1;417,6;405,4;367,9;7;260;3550308;"SAO PAULO";"SP";"2";"1";25;"F";2;1;1;0;0;0;0;0;1;0;0;0;0;"I";"I";"B";"B";"D";"D";"D"
1;1;1;1;446,3;576,4;562,4;374;7;620;1500800;"ANANINDEUA";"PA";"";"";28;"F";4;0;3;0;0;0;0;0;1;0;0;0;0;"C";"E";"C";"B";"A";"D";"D"
1;1;1;1;426,5;547,7;552;548,4;7;440;3300456;"BELFORD ROXO";"RJ";"";"";20;"M";1;2;2;0;0;0;0;0;1;0;0;0;0;"E";"E";"F";"A";"A";"D";"A"
1;1;1;1;488,8;595,6;530,5;653,4;7;400;3303500;"NOVA IGUACU";"RJ";"";"";20;"F";1;1;1;1;0;0;0;0;0;0;0;0;0;"G";"E";"C";"C";"A";"D";"D"
1;1;1;1;666,8;697,9;654;800,5;7;1000;3524303;"JABOTICABAL";"SP";"4";"1";17;"F";2;2;1;0;0;0;1;0;0;0;0;0;0;"G";"G";"M";"B";"C";"B";"A"
1;1;1;1;598,8;668,4;618,2;604,5;7;540;2611606;"RECIFE";"PE";"4";"1";18;"F";2;2;1;0;0;0;0;0;0;0;1;0;0;"G";"G";"O";"A";"A";"B";"A"
1;1;1;1;353,7;447,6;399;398,7;7;234;5300108;"BRASILIA";"DF";"2";"1";19;"F";2;1;1;0;0;0;1;0;0;0;0;0;0;"A";"C";"B";"D";"A";"D";"A"
1;1;1;1;457,4;545,7;487,5;392,9;7;400;2913101;"IBITITA";"BA";"";"";32;"M";3;0;3;0;0;0;0;0;1;0;0;0;0;"A";"A";"B";"A";"D";"D";"D"
1;1;1;1;536,6;590,9;544;487,6;7;460;2606002;"GARANHUNS";"PE";"";"";19;"M";4;0;3;0;0;0;0;0;1;0;0;0;0;"B";"G";"G";"A";"B";"A";"A"
1;1;1;1;484,2;461;466,5;327,9;7;420;2507507;"JOAO PESSOA";"PB";"";"";24;"F";1;2;2;0;0;0;0;0;1;0;0;0;0;"E";"E";"F";"A";"B";"B";"A"
1;1;1;1;520,1;597;457,4;615,2;7;540;3136702;"JUIZ DE FORA";"MG";"";"";15;"M";3;0;1;0;0;0;0;0;1;0;0;0;0;"E";"C";"F";"A";"A";"B";"A"
1;1;1;1;527;541,3;460,9;422,9;7;480;5300108;"BRASILIA";"DF";"";"";17;"M";3;0;2;0;0;0;0;0;0;0;1;0;0;"G";"G";"K";"A";"B";"C";"A"
1;1;1;1;640,4;687,2;590,6;474,2;7;820;3533007;"NOVA GRANADA";"SP";"4";"1";18;"M";2;2;1;0;1;0;0;0;0;0;0;0;0;"B";"E";"L";"C";"C";"C";"A"
1;1;1;1;529,2;595,4;562,6;440,7;7;840;1506807;"SANTAREM";"PA";"";"";23;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"D";"H";"G";"A";"A";"A";"A"
1;1;1;1;546,1;657,6;610,2;625,1;7;680;3143302;"MONTES CLAROS";"MG";"";"";26;"M";1;1;3;1;0;0;0;0;0;0;0;0;0;"B";"E";"D";"C";"A";"D";"A"
1;1;1;1;478,7;564;390;475,1;7;440;3516309;"FRANCISCO MORATO";"SP";"";"";22;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"E";"H";"D";"A";"A";"A";"A"
1;1;1;1;449,5;480,6;514,7;391,4;7;280;2311801;"RUSSAS";"CE";"";"";20;"F";3;0;3;1;0;0;0;0;0;0;0;0;0;"B";"B";"B";"A";"D";"D";"D"
1;1;1;1;595,5;561,8;529,1;614,7;7;680;1302603;"MANAUS";"AM";"";"";17;"M";3;0;3;1;0;0;0;0;0;0;0;0;0;"B";"C";"C";"A";"A";"A";"A"
1;1;1;1;395,8;535,7;488;347,9;7;360;2200400;"ALTOS";"PI";"";"";43;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"A";"B";"D";"A";"A";"A";"A"
1;1;1;1;444,4;548,4;337,5;367,3;7;440;2516201;"SOUSA";"PB";"";"";34;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"B";"C";"D";"A";"A";"D";"A"
1;1;1;1;508,6;587,7;564,1;379,2;7;640;2302008;"BARRO";"CE";"";"";24;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"I";"B";"B";"A";"D";"D";"D"
1;1;1;1;445,7;540,3;446,5;368,8;7;240;2700300;"ARAPIRACA";"AL";"";"";19;"M";3;0;2;0;0;0;0;0;1;0;0;0;0;"I";"I";"B";"C";"D";"D";"A"
1;1;1;1;440,3;473,6;498,4;425,8;7;340;3543402;"RIBEIRAO PRETO";"SP";"";"";37;"M";4;0;1;0;0;0;0;0;0;1;0;0;0;"B";"B";"C";"B";"A";"D";"A"
1;1;1;1;458,1;574,3;511,8;567,1;7;760;2927408;"SALVADOR";"BA";"";"";16;"F";3;0;1;0;0;0;0;0;0;0;1;0;0;"H";"H";"N";"A";"A";"A";"B"
1;1;1;1;437,7;489,8;537,8;511,4;7;641;4113700;"LONDRINA";"PR";"4";"1";17;"M";2;2;3;0;0;0;1;0;0;0;0;0;0;"G";"E";"G";"A";"D";"A";"A"
1;1;1;1;409,8;413,7;397,8;332,3;7;260;2927408;"SALVADOR";"BA";"";"";32;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"C";"C";"C";"A";"A";"A";"A"
1;1;1;1;554,2;601,5;499,4;606,3;7;284;3143302;"MONTES CLAROS";"MG";"";"";16;"M";3;0;1;1;0;0;1;0;0;0;0;0;0;"D";"F";"C";"D";"D";"D";"A"
1;1;1;1;641,5;639,4;638,1;830,3;7;950;1302603;"MANAUS";"AM";"";"";18;"M";1;2;1;0;0;0;1;0;0;0;0;0;0;"F";"H";"P";"B";"A";"B";"A"
1;1;1;1;695,1;678,8;610,4;759,3;7;700;3205200;"VILA VELHA";"ES";"";"";20;"F";1;2;1;0;0;0;0;0;1;0;0;1;0;"G";"G";"N";"C";"C";"A";"A"
1;1;1;1;478,3;545,5;427,9;375,9;7;260;4317103;"SANT ANA DO LIVRAMENTO";"RS";"";"";44;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"C";"C";"C";"A";"A";"D";"A"
1;1;1;1;486;594,9;594,7;582;7;280;3127701;"GOVERNADOR VALADARES";"MG";"";"";27;"M";1;2;1;0;0;0;0;0;1;0;0;0;0;"I";"G";"B";"D";"A";"D";"A"
1;1;1;1;686,5;717,6;673,4;834,5;7;760;3106200;"BELO HORIZONTE";"MG";"";"";20;"F";1;2;0;0;0;0;0;0;0;0;1;0;0;"G";"F";"N";"A";"A";"B";"A"
1;1;1;1;378,5;390,2;356,6;453,3;7;184;2304400;"FORTALEZA";"CE";"2";"1";18;"M";2;1;1;0;0;1;0;0;0;0;0;0;0;"A";"A";"A";"A";"A";"A";"A"
1;1;1;1;529,8;550,1;527,8;467,2;7;320;2602902;"CABO DE SANTO AGOSTINHO";"PE";"";"";15;"M";3;0;3;0;0;0;0;0;1;0;0;0;0;"E";"E";"A";"D";"D";"D";"D"
1;1;1;1;506,3;598,7;530,6;442,7;7;480;3509502;"CAMPINAS";"SP";"";"";29;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"B";"C";"G";"B";"A";"A";"A"
1;1;1;1;482,7;552,9;415,7;344,6;7;460;2930204;"SENTO SE";"BA";"";"";21;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"B";"B";"A";"A";"A";"A"
1;1;1;1;576,9;608,4;559,6;652,2;7;400;1501725;"BRASIL NOVO";"PA";"2";"1";18;"M";2;1;1;0;0;0;0;0;1;0;0;0;0;"B";"C";"B";"C";"D";"D";"A"
1;1;1;1;511,1;540,4;518,2;352,1;7;400;5103403;"CUIABA";"MT";"";"";29;"F";1;1;3;1;0;0;0;0;0;0;0;0;0;"A";"A";"D";"A";"D";"A";"D"
1;1;1;1;539,5;566,7;414;380,1;7;717;3118403;"CONSELHEIRO PENA";"MG";"";"";33;"F";1;1;3;0;0;0;1;0;0;0;0;0;0;"A";"B";"B";"B";"D";"D";"D"
1;1;1;1;385,6;538,3;471,3;478,9;7;500;2202901;"CORRENTE";"PI";"";"";27;"F";1;1;3;0;0;0;1;0;0;0;0;0;0;"D";"C";"B";"A";"D";"D";"D"
1;1;1;1;458,1;437,9;477,9;493,6;7;925;2610905;"PESQUEIRA";"PE";"2";"1";18;"F";2;1;3;0;0;0;1;0;0;0;0;0;0;"D";"I";"B";"C";"A";"A";"A"
1;1;1;1;384,5;511,1;416,9;398,9;7;540;4114609;"MARECHAL CANDIDO RONDON";"PR";"";"";36;"F";4;0;1;1;0;0;0;0;0;0;0;0;0;"I";"B";"B";"A";"D";"D";"A"
1;1;1;1;476,2;509,4;435,4;420,5;7;420;3201209;"CACHOEIRO DE ITAPEMIRIM";"ES";"";"";23;"M";1;1;1;1;0;0;0;0;0;0;0;0;0;"B";"C";"D";"D";"D";"A";"A"
1;1;1;1;363,9;451,8;359;367,1;7;520;5208707;"GOIANIA";"GO";"";"";19;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"E";"C";"B";"C";"A";"D";"A"
1;1;1;1;496,5;577,6;383,7;467,6;7;700;3205002;"SERRA";"ES";"";"";43;"M";1;1;3;0;0;0;1;0;0;0;0;0;0;"B";"B";"B";"D";"D";"D";"D"
1;1;1;1;516;621,9;545,8;438,2;7;640;4307609;"ESTANCIA VELHA";"RS";"";"";16;"F";3;0;1;0;0;0;0;0;0;0;1;0;0;"E";"E";"Q";"A";"C";"B";"B"
1;1;1;1;450,4;466,3;404,8;321,1;7;300;2408102;"NATAL";"RN";"";"";52;"M";1;1;2;0;0;0;0;0;1;0;0;0;0;"C";"B";"D";"A";"D";"D";"D"
1;1;1;1;415,6;434,7;405;399,3;7;242;3303401;"NOVA FRIBURGO";"RJ";"4";"1";28;"F";2;1;1;0;0;0;1;0;0;0;0;0;0;"I";"E";"B";"C";"D";"D";"A"
1;1;1;1;387,1;574,6;514,7;462,4;7;460;2111300;"SAO LUIS";"MA";"";"";26;"F";1;1;3;1;0;0;0;0;1;0;0;0;0;"I";"E";"C";"A";"A";"D";"A"
1;1;1;1;429,8;426,9;449,5;429;7;420;1303403;"PARINTINS";"AM";"2";"1";31;"F";2;1;3;0;1;0;0;0;0;0;0;0;0;"D";"G";"D";"C";"D";"D";"D"
1;1;1;1;462,1;414,9;483,2;375,6;7;560;4313508;"OSORIO";"RS";"";"";18;"M";3;0;2;1;0;0;0;0;0;0;0;0;0;"E";"I";"B";"A";"D";"D";"D"
1;1;1;1;497,8;503,6;389;399,5;7;550;4113700;"LONDRINA";"PR";"";"";35;"F";4;0;1;0;0;0;0;0;0;0;0;1;0;"E";"E";"D";"C";"D";"D";"D"
1;1;1;1;570,5;612,8;609,9;638,5;7;540;4111506;"IVAIPORA";"PR";"";"";16;"M";3;0;4;0;0;0;0;0;1;0;0;0;0;"G";"H";"I";"C";"A";"B";"A"
1;1;1;1;443,1;568,9;476,6;356,2;7;520;4316808;"SANTA CRUZ DO SUL";"RS";"2";"1";19;"M";2;1;1;0;0;0;0;0;1;0;0;0;0;"B";"C";"F";"A";"D";"A";"B"
1;1;1;1;434,6;560,5;511,1;683,2;7;760;1302603;"MANAUS";"AM";"2";"1";29;"M";2;1;3;0;1;0;0;0;0;0;0;0;0;"B";"C";"C";"A";"D";"D";"D"
1;1;1;1;470,6;513,7;453;386,7;7;180;3534401;"OSASCO";"SP";"";"";18;"M";3;0;3;0;0;0;0;0;1;0;0;0;0;"B";"B";"B";"A";"D";"D";"D"
1;1;1;1;635;653,9;621,2;736,1;7;760;3304557;"RIO DE JANEIRO";"RJ";"";"";20;"M";1;2;1;0;0;0;0;0;0;0;1;0;0;"H";"H";"Q";"A";"C";"A";"C"
1;1;1;1;434,4;590,7;551,9;319,1;7;600;2930600;"SERROLANDIA";"BA";"2";"1";17;"M";2;1;3;1;0;0;0;0;0;0;0;0;0;"B";"B";"B";"A";"D";"D";"D"
1;1;1;1;387,4;557,4;472,9;476,6;7;320;2933307;"VITORIA DA CONQUISTA";"BA";"2";"1";21;"F";2;1;3;0;0;0;0;0;1;0;0;0;0;"C";"C";"C";"B";"D";"D";"A"
1;1;1;1;370;519,2;460,4;368,1;7;400;5208707;"GOIANIA";"GO";"";"";18;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"D";"D";"C";"B";"D";"D";"D"
1;1;1;1;638,3;684,3;621,2;721,2;7;700;3106200;"BELO HORIZONTE";"MG";"";"";20;"F";1;2;3;0;0;0;0;0;0;0;1;0;0;"G";"G";"O";"A";"B";"B";"B"
1;1;1;1;591,7;649;586,4;618,5;7;620;3106200;"BELO HORIZONTE";"MG";"4";"1";17;"M";2;2;1;0;0;0;0;0;0;0;1;0;0;"G";"H";"I";"A";"A";"A";"C"
1;1;1;1;382;527,1;458,9;344;7;200;3304706;"SANTO ANTONIO DE PADUA";"RJ";"";"";25;"M";1;1;2;0;0;0;0;0;1;0;0;0;0;"B";"B";"B";"A";"D";"D";"D"
1;1;1;1;551,5;648,2;628,5;486,1;7;840;4320008;"SAPUCAIA DO SUL";"RS";"";"";19;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"B";"B";"E";"A";"A";"D";"A"
1;1;1;1;445,7;426,5;480,2;392,4;7;480;2611101;"PETROLINA";"PE";"";"";16;"F";3;0;1;0;0;0;0;0;1;0;0;0;0;"E";"E";"B";"B";"A";"D";"A"
1;1;1;1;436,7;399,5;381,8;371,6;7;375;2304400;"FORTALEZA";"CE";"2";"1";29;"M";2;1;3;0;0;1;0;0;0;0;0;0;0;"I";"I";"B";"C";"D";"D";"D"
1;1;1;1;388;414,3;523,6;448;7;520;4314902;"PORTO ALEGRE";"RS";"";"";19;"F";1;2;1;1;0;0;0;0;0;0;0;0;0;"E";"E";"C";"C";"A";"D";"A"
1;1;1;1;500,5;424,4;392,1;376,7;7;240;2607901;"JABOATAO DOS GUARARAPES";"PE";"4";"1";19;"F";2;2;1;0;0;0;0;0;0;0;1;0;0;"G";"G";"O";"B";"A";"B";"A"
1;1;1;1;426,4;395,9;361,3;454,9;7;292;4216909;"SAO LOURENCO DO OESTE";"SC";"";"";19;"M";1;1;1;0;0;0;1;0;0;0;0;0;0;"E";"E";"F";"A";"A";"A";"A"
1;1;1;1;510,9;470,5;419,4;410,5;7;520;3301009;"CAMPOS DOS GOYTACAZES";"RJ";"4";"1";18;"F";2;2;1;0;0;0;0;0;0;0;1;0;0;"D";"E";"F";"A";"B";"A";"A"
1;1;1;1;644,9;662,7;603;865,6;7;720;2304400;"FORTALEZA";"CE";"4";"1";17;"M";2;2;1;0;0;0;0;0;0;0;1;0;0;"G";"G";"N";"A";"C";"B";"A"
1;1;1;1;536,6;561,5;569,2;485,1;7;760;2211001;"TERESINA";"PI";"4";"1";17;"F";2;2;3;0;0;0;0;0;0;0;1;0;0;"G";"H";"N";"A";"C";"C";"C"
1;1;1;1;489;631,5;388,8;577,8;7;600;2927408;"SALVADOR";"BA";"";"";32;"M";1;2;3;0;0;0;0;0;1;0;0;0;0;"E";"E";"J";"A";"A";"A";"A"
1;1;1;1;484,4;527,8;443,1;447,9;7;491;3506102;"BEBEDOURO";"SP";"";"";27;"M";1;1;1;0;0;0;1;0;0;0;0;0;0;"C";"C";"C";"A";"A";"A";"A"
1;1;1;1;482,5;642,6;597,5;525,3;7;842;3510609;"CARAPICUIBA";"SP";"";"";34;"M";1;1;3;0;0;0;1;0;0;0;0;0;0;"E";"E";"B";"D";"D";"D";"A"
1;1;1;1;590,9;634,4;579,7;575,8;7;620;4209409;"LAGUNA";"SC";"";"";24;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"B";"B";"E";"A";"B";"D";"A"
1;1;1;1;462,7;593;507,3;440,9;7;620;3127107;"FRUTAL";"MG";"";"";54;"M";4;0;2;0;0;0;0;0;1;0;0;0;0;"B";"B";"E";"D";"D";"D";"A"
1;1;1;1;468,9;587,5;584,1;577,3;7;520;2504009;"CAMPINA GRANDE";"PB";"";"";15;"F";3;0;1;0;0;0;0;0;0;0;1;0;0;"G";"H";"N";"A";"A";"A";"A"
1;1;1;1;525,2;597,9;572,3;642,7;7;800;4314902;"PORTO ALEGRE";"RS";"";"";22;"M";4;0;1;0;0;0;0;0;1;0;0;0;0;"C";"E";"G";"A";"A";"A";"A"
1;1;1;1;505,7;564,1;572,6;563,9;7;600;4101002;"AMPERE";"PR";"2";"1";18;"M";2;1;1;0;0;0;0;0;0;0;0;1;0;"E";"H";"G";"A";"D";"A";"A"
1;1;1;1;410,1;407,7;434,7;392,2;7;350;3300704;"CABO FRIO";"RJ";"";"";42;"F";1;2;1;0;0;0;1;0;0;0;0;0;0;"I";"I";"B";"A";"D";"D";"A"
1;1;1;1;446,7;534,4;427,8;347,5;7;400;1200252;"EPITACIOLANDIA";"AC";"";"";23;"M";3;0;1;0;0;0;0;0;1;0;0;0;0;"B";"G";"B";"A";"D";"D";"D"
1;1;1;1;488,1;448,7;448,4;404,7;7;260;4315602;"RIO GRANDE";"RS";"";"";50;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"C";"C";"F";"A";"D";"D";"A"
1;1;1;1;602,6;629,3;593,9;524,3;7;700;3136702;"JUIZ DE FORA";"MG";"4";"1";17;"F";2;2;1;0;0;0;0;0;0;0;1;0;0;"E";"H";"I";"A";"B";"B";"B"
1;1;1;1;714,3;774,5;660,6;826,3;7;760;2408102;"NATAL";"RN";"4";"1";17;"F";2;2;1;0;0;0;0;0;0;0;1;0;0;"E";"H";"N";"A";"A";"A";"A"
1;1;1;1;524,5;584,8;455,2;516,9;7;380;1501402;"BELEM";"PA";"2";"1";21;"M";2;1;0;1;0;0;0;0;0;0;0;0;0;"B";"B";"B";"A";"A";"A";"A"
1;1;1;1;517,6;575,1;545,8;490,6;7;720;3526704;"LEME";"SP";"4";"1";18;"F";2;2;1;0;0;0;0;0;1;0;0;0;0;"G";"F";"D";"B";"A";"A";"A"
1;1;1;1;499,8;629;559,3;470;7;640;5300108;"BRASILIA";"DF";"";"";31;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"C";"C";"D";"E";"A";"D";"A"
1;1;1;1;546,4;586,9;558,8;352,2;7;700;3201209;"CACHOEIRO DE ITAPEMIRIM";"ES";"";"";16;"F";3;0;1;0;0;0;0;0;0;0;1;0;0;"H";"H";"Q";"A";"C";"B";"B"
1;1;1;1;422,8;414,5;450,5;415,4;7;450;4106902;"CURITIBA";"PR";"";"";19;"M";3;0;1;0;0;0;0;0;0;0;1;1;0;"E";"C";"E";"A";"A";"A";"A"
1;1;1;1;433,8;526,9;502,8;450,5;7;360;2703205;"IGREJA NOVA";"AL";"";"";24;"F";1;1;3;0;1;0;0;0;0;0;0;0;0;"B";"B";"B";"A";"A";"D";"A"
1;1;1;1;416,6;561,4;435;608,4;7;440;3303906;"PETROPOLIS";"RJ";"4";"1";19;"M";2;2;1;0;0;0;0;0;0;0;1;0;0;"G";"G";"P";"B";"C";"B";"C"
1;1;1;1;364,7;640,2;556,6;505,6;7;600;1302603;"MANAUS";"AM";"";"";28;"M";1;1;3;1;0;0;0;0;0;0;0;0;0;"E";"C";"E";"A";"A";"D";"D"
1;1;1;1;538,1;540,3;498,9;483;7;566;2109908;"SANTA INES";"MA";"";"";31;"M";1;1;2;0;0;0;1;0;0;0;0;0;0;"B";"B";"C";"C";"D";"D";"D"
1;1;1;1;533;564,7;498,3;399,6;7;550;3170206;"UBERLANDIA";"MG";"";"";58;"M";1;1;3;0;0;0;0;0;0;0;0;1;0;"I";"B";"C";"B";"A";"A";"A"
1;1;1;1;521,7;578,7;452,2;493,4;7;320;5300108;"BRASILIA";"DF";"";"";35;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"A";"B";"D";"B";"A";"A";"A"
1;1;1;1;466,9;519,8;441,3;398,8;7;240;3518701;"GUARUJA";"SP";"";"";60;"M";1;1;1;1;0;0;0;0;0;0;0;0;0;"B";"B";"H";"A";"A";"D";"A"
1;1;1;1;453;490,8;419,1;565,3;7;517;3304557;"RIO DE JANEIRO";"RJ";"2";"1";19;"F";2;1;1;0;0;0;1;0;0;0;0;0;0;"D";"C";"G";"D";"A";"A";"A"
1;1;1;1;583,8;643,1;513,5;704,2;7;560;1501402;"BELEM";"PA";"";"";16;"M";3;0;1;0;0;0;0;0;1;0;0;0;0;"H";"H";"P";"C";"B";"B";"B"
