"IN_PRESENCA_CN";"IN_PRESENCA_CH";"IN_PRESENCA_LC";"IN_PRESENCA_MT";"NOTA_CN";"NOTA_CH";"NOTA_LC";"NOTA_MT";"IN_STATUS_REDACAO";"NU_NOTA_REDACAO";"COD_MUNICIPIO_RESIDENCIA";"NO_MUNICIPIO_RESIDENCIA";"UF_RESIDENCIA";"ID_DEPENDENCIA_ADM_ESC";"ID_LOCALIZACAO_ESC";"IDADE";"TP_SEXO";"ST_CONCLUSAO";"TP_ESCOLA";"TP_COR_RACA";"IN_BAIXA_VISAO";"IN_CEGUEIRA";"IN_SURDEZ";"IN_DEFICIENCIA_AUDITIVA";"IN_SURDO_CEGUEIRA";"IN_DEFICIENCIA_FISICA";"IN_DEFICIENCIA_MENTAL";"IN_DEFICIT_ATENCAO";"IN_DISLEXIA";"IN_AUTISMO";"Q001";"Q002";"Q003";"Q005";"Q010";"Q011";"Q017"
1;1;1;1;605,2;487,9;468,5;512,9;7;560;4101507;"ARAPONGAS";"PR";"4";"1";17;"M";2;2;2;0;0;0;0;0;0;0;1;0;0;"E";"D";"C";"A";"A";"A";"A"
1;1;1;1;401,3;512,2;502,7;494,6;7;708;1505536;"PARAUAPEBAS";"PA";"";"";19;"F";1;1;3;0;0;0;1;0;0;0;0;0;0;"A";"B";"B";"A";"D";"D";"D"
1;1;1;1;540,5;451,7;464,1;378,2;7;560;2307700;"MARANGUAPE";"CE";"";"";36;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"I";"C";"B";"A";"D";"D";"A"
1;1;1;1;452,2;443,9;314,8;394,4;7;284;2304400;"FORTALEZA";"CE";"";"";31;"M";1;1;1;0;0;1;0;0;0;0;0;0;0;"B";"C";"C";"C";"A";"A";"A"
1;1;1;1;361;458,9;449,3;462,3;7;375;2111300;"SAO LUIS";"MA";"";"";22;"F";1;1;2;0;0;1;0;0;0;0;0;0;0;"B";"A";"B";"A";"D";"D";"D"
1;1;1;1;469;442,3;434;372,2;7;425;3134400;"ITURAMA";"MG";"";"";15;"M";3;0;4;0;0;0;0;0;0;0;0;1;0;"E";"E";"D";"C";"A";"A";"A"
1;1;1;1;419;444,6;467,1;524,5;7;300;5103403;"CUIABA";"MT";"";"";28;"M";1;2;3;0;0;0;0;0;1;0;0;0;0;"C";"C";"C";"A";"D";"D";"A"
1;1;1;1;425,5;518;499,2;400;7;416;2211001;"TERESINA";"PI";"";"";25;"M";1;2;3;0;0;0;1;0;0;0;0;0;0;"I";"B";"D";"A";"A";"D";"A"
1;1;1;1;387,5;469;447,3;497,7;7;300;2304400;"FORTALEZA";"CE";"";"";19;"F";4;0;1;0;0;0;0;0;0;1;1;0;0;"C";"C";"B";"D";"A";"D";"A"
1;1;1;1;372,1;486,7;389,4;396,4;7;340;3513405;"CRUZEIRO";"SP";"";"";18;"M";4;0;1;1;0;0;0;0;0;0;0;0;0;"E";"E";"B";"A";"A";"D";"A"
1;1;1;1;450,9;470,5;492,1;352,1;7;720;3523404;"ITATIBA";"SP";"4";"1";18;"F";2;2;1;0;0;0;0;0;0;0;1;0;0;"G";"G";"G";"C";"A";"A";"A"
1;1;1;1;458,3;489,1;432,2;369,2;7;440;2910800;"FEIRA DE SANTANA";"BA";"2";"1";20;"F";2;1;3;0;0;0;0;0;1;0;0;0;0;"C";"E";"C";"A";"A";"D";"A"
1;1;1;1;466,9;403,7;418,6;408,9;7;160;5200258;"AGUAS LINDAS DE GOIAS";"GO";"2";"1";22;"M";2;1;2;0;0;0;0;0;0;0;0;0;1;"I";"E";"B";"A";"A";"D";"D"
1;1;1;1;562;586,7;551,8;563,6;7;580;4112801;"JOAQUIM TAVORA";"PR";"";"";16;"F";3;0;2;1;0;0;0;0;0;0;0;0;0;"G";"G";"F";"C";"A";"A";"A"
1;1;1;1;527,8;491,6;480,4;347,7;7;320;2909802;"CRUZ DAS ALMAS";"BA";"";"";40;"M";1;1;2;0;0;0;0;0;1;0;0;0;0;"B";"B";"B";"A";"A";"D";"A"
1;1;1;1;464,5;558,7;486,1;460;7;420;4102000;"ASSIS CHATEAUBRIAND";"PR";"";"";55;"M";1;1;1;1;0;0;0;0;0;0;0;0;0;"B";"B";"B";"C";"A";"D";"A"
1;1;1;1;448,1;477,1;426,6;389,1;7;580;2304400;"FORTALEZA";"CE";"";"";56;"M";1;1;3;1;0;0;0;0;0;0;0;0;0;"C";"C";"B";"C";"D";"D";"D"
1;1;1;1;496,6;553,2;345,8;406,2;7;240;2919405;"LICINIO DE ALMEIDA";"BA";"";"";24;"M";1;1;1;1;0;0;0;0;0;0;0;0;0;"B";"B";"B";"A";"A";"D";"A"
1;1;1;1;556,6;589;515,9;365,8;7;380;3201506;"COLATINA";"ES";"";"";29;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"B";"F";"A";"B";"D";"A"
1;1;1;1;553,5;567,9;537,7;431,8;7;520;5217104;"PIRACANJUBA";"GO";"";"";16;"F";3;0;1;1;0;0;0;0;0;0;0;0;0;"C";"B";"B";"A";"A";"A";"D"
1;1;1;1;563,6;587,8;557,6;537;7;560;3119302;"COROMANDEL";"MG";"2";"1";17;"F";2;1;1;1;0;0;0;0;0;0;0;0;0;"C";"D";"E";"A";"A";"A";"A"
1;1;1;1;578,7;577;533,1;491,7;7;680;3550704;"SAO SEBASTIAO";"SP";"";"";20;"F";1;1;1;1;0;0;0;0;0;0;0;0;0;"B";"E";"C";"A";"A";"D";"A"
1;1;1;1;463,6;493,5;468;554,1;7;640;3304524;"RIO DAS OSTRAS";"RJ";"2";"1";18;"M";2;1;1;0;1;0;0;0;0;0;0;0;0;"C";"F";"E";"A";"A";"A";"A"
1;1;1;1;565,7;513,9;451,8;456,6;7;620;2201705;"BERTOLINIA";"PI";"";"";20;"F";1;1;3;1;0;0;0;0;0;0;0;0;0;"B";"C";"B";"A";"D";"A";"D"
1;1;1;1;502,4;554,4;495,4;469,8;7;450;5208707;"GOIANIA";"GO";"";"";17;"M";4;0;1;0;0;0;0;0;0;0;1;1;0;"E";"E";"C";"B";"A";"A";"A"
1;1;1;1;419,4;384,5;373,1;423,4;7;591;2111300;"SAO LUIS";"MA";"";"";23;"M";1;1;3;0;0;0;1;0;0;0;0;0;0;"I";"I";"B";"A";"A";"D";"D"
1;1;1;1;442,4;573;479,8;536,5;7;560;4208708;"JACINTO MACHADO";"SC";"";"";24;"F";1;1;1;1;0;0;0;0;0;0;0;0;0;"I";"I";"B";"A";"D";"A";"D"
1;1;1;1;408;472,5;479,9;421,7;7;420;2924603;"PINDOBACU";"BA";"2";"1";38;"F";2;1;3;0;0;0;0;0;1;0;0;0;0;"I";"B";"B";"C";"A";"D";"A"
1;1;1;1;492,8;533,9;476,9;345,2;7;680;1502103;"CAMETA";"PA";"";"";22;"M";1;2;3;0;0;0;0;0;1;0;0;0;0;"B";"B";"B";"A";"A";"D";"D"
1;1;1;1;422;547,2;421,2;517,7;7;640;3143302;"MONTES CLAROS";"MG";"";"";19;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"E";"H";"I";"A";"D";"B";"A"
1;1;1;1;454,8;549,1;521,5;357,5;7;260;2507507;"JOAO PESSOA";"PB";"";"";19;"F";1;2;2;0;0;0;0;0;1;0;0;0;0;"E";"E";"C";"A";"D";"A";"A"
1;1;1;1;430,6;420;353,1;357,9;7;140;3127701;"GOVERNADOR VALADARES";"MG";"";"";18;"F";3;0;3;0;0;0;0;0;0;0;1;0;0;"B";"D";"B";"C";"A";"A";"A"
1;1;1;1;468,5;384;385,9;414,6;7;184;1501808;"BREVES";"PA";"";"";37;"M";1;1;3;0;0;0;1;0;0;0;0;0;0;"B";"A";"C";"A";"D";"D";"D"
1;1;1;1;525,7;520,3;438,5;499,1;7;560;2303709;"CAUCAIA";"CE";"";"";34;"M";1;2;3;0;0;0;0;0;1;0;0;0;0;"B";"C";"C";"A";"A";"D";"A"
1;1;1;1;368,6;375,5;402,7;535,1;7;320;5220264;"SAO MIGUEL DO PASSA QUATRO";"GO";"2";"1";39;"F";2;1;3;1;0;0;0;0;0;1;0;0;0;"A";"B";"B";"E";"D";"D";"D"
1;1;1;1;392;513,5;470,2;426;7;200;3550308;"SAO PAULO";"SP";"";"";25;"F";1;2;1;0;0;0;0;0;1;0;0;0;0;"G";"G";"J";"A";"A";"B";"A"
1;1;1;1;524,8;574,8;531,1;418;7;540;2310803;"PEREIRO";"CE";"";"";18;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"E";"B";"A";"D";"D";"D"
1;1;1;1;599,2;624,3;653,2;703,1;7;800;2507507;"JOAO PESSOA";"PB";"";"";14;"M";4;0;3;0;0;0;1;0;0;0;0;0;0;"E";"E";"C";"E";"A";"B";"A"
1;1;1;1;369,6;465,9;481,3;497,5;7;275;3203205;"LINHARES";"ES";"2";"1";21;"F";2;1;3;0;0;1;0;0;0;0;0;0;0;"E";"C";"H";"A";"B";"A";"A"
1;1;1;1;450,7;547,5;466,3;331,2;7;360;5005400;"MARACAJU";"MS";"";"";32;"F";1;1;1;1;0;0;0;0;0;0;0;0;0;"I";"I";"B";"B";"D";"D";"D"
1;1;1;1;529,1;696;582,4;454,1;7;480;4314902;"PORTO ALEGRE";"RS";"";"";22;"M";4;0;1;0;1;0;0;0;0;0;0;0;0;"D";"D";"B";"C";"D";"D";"A"
1;1;1;1;401;484,7;454,5;427,1;7;320;1400100;"BOA VISTA";"RR";"";"";26;"F";1;1;3;1;0;0;0;0;0;0;0;0;0;"E";"C";"C";"A";"A";"A";"A"
1;1;1;1;653,5;643,9;682,2;728,7;7;680;3118601;"CONTAGEM";"MG";"";"";17;"M";3;0;3;1;0;0;0;0;0;0;0;0;0;"G";"G";"M";"D";"A";"A";"A"
1;1;1;1;543,4;652,9;612,8;565,5;7;580;3550308;"SAO PAULO";"SP";"";"";22;"M";1;1;2;1;0;0;0;0;0;0;0;0;0;"C";"F";"C";"D";"D";"D";"A"
1;1;1;1;604,9;638,5;639;596,6;7;680;4104907;"CASTRO";"PR";"4";"2";17;"M";2;2;1;1;0;0;0;0;0;0;0;0;0;"E";"D";"C";"A";"A";"A";"A"
1;1;1;1;395;422,2;417,4;320,1;7;380;1721000;"PALMAS";"TO";"";"";21;"F";1;1;3;1;0;0;0;0;0;0;0;0;0;"E";"G";"I";"A";"A";"A";"B"
1;1;1;1;536,1;554,5;539,9;573;7;440;2700300;"ARAPIRACA";"AL";"";"";39;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"A";"A";"B";"A";"A";"D";"D"
1;1;1;1;546,1;488,3;449,6;433,8;7;833;2800308;"ARACAJU";"SE";"";"";23;"F";1;1;2;0;0;0;1;0;0;0;0;0;0;"E";"E";"C";"A";"A";"D";"A"
1;1;1;1;408,2;650,6;576,1;482,4;7;680;2304400;"FORTALEZA";"CE";"";"";29;"F";1;1;3;1;0;0;0;0;0;0;0;0;0;"B";"E";"B";"D";"D";"D";"D"
1;1;1;1;406,1;433,2;417,1;382,9;7;280;3304557;"RIO DE JANEIRO";"RJ";"";"";22;"M";1;1;2;0;0;0;0;0;0;0;0;0;1;"I";"G";"B";"A";"A";"D";"A"
1;1;1;1;589,4;623,7;563,5;625,3;7;480;3205002;"SERRA";"ES";"";"";33;"M";1;1;2;1;0;0;0;0;0;0;0;0;0;"B";"E";"F";"D";"A";"D";"A"
1;1;1;1;479,4;574,4;532,9;347,9;7;400;3304557;"RIO DE JANEIRO";"RJ";"4";"1";19;"M";2;2;1;0;0;0;0;0;0;0;1;1;0;"E";"C";"F";"A";"A";"A";"A"
1;1;1;1;514,7;576,9;562,9;403,9;7;540;1501402;"BELEM";"PA";"";"";26;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"G";"E";"C";"A";"D";"D";"D"
1;1;1;1;482,6;626,8;577,4;576;7;820;3304557;"RIO DE JANEIRO";"RJ";"";"";37;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"A";"B";"A";"A";"D";"A"
1;1;1;1;547,2;560,9;564,7;516,8;7;580;3550308;"SAO PAULO";"SP";"4";"1";17;"M";2;2;3;0;0;0;0;0;0;0;1;0;0;"E";"G";"A";"D";"D";"A";"A"
1;1;1;1;411,8;569,5;581,9;515,2;7;575;3118601;"CONTAGEM";"MG";"";"";43;"F";1;1;3;0;0;0;1;0;0;0;0;0;0;"C";"B";"D";"D";"D";"D";"D"
1;1;1;1;410,9;662,7;539,4;435,2;7;560;2611606;"RECIFE";"PE";"";"";26;"M";1;1;2;0;0;0;0;0;0;0;0;0;1;"A";"C";"C";"A";"A";"D";"D"
1;1;1;1;526,9;532,1;471,7;451,5;7;380;3552205;"SOROCABA";"SP";"";"";30;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"C";"B";"E";"A";"A";"B";"D"
1;1;1;1;454,4;617,1;530,8;565;7;500;2602001;"BODOCO";"PE";"";"";75;"M";1;1;3;1;0;0;0;0;0;0;0;0;0;"B";"A";"I";"A";"B";"D";"A"
1;1;1;1;457,6;579,4;525,4;466,8;7;600;3303500;"NOVA IGUACU";"RJ";"";"";58;"F";1;1;3;1;0;0;0;0;0;0;0;0;0;"A";"B";"B";"A";"D";"D";"A"
1;1;1;1;383,4;589,1;499,4;536,3;7;540;1501402;"BELEM";"PA";"2";"1";32;"F";2;1;3;0;1;0;0;0;0;0;0;0;0;"A";"B";"C";"E";"D";"A";"D"
1;1;1;1;533,3;416,2;488,4;337;7;516;3544251;"ROSANA";"SP";"";"";16;"F";3;0;3;0;0;0;1;0;0;0;0;0;0;"E";"E";"C";"B";"A";"D";"B"
1;1;1;1;571;560,4;540,9;619,4;7;408;3524402;"JACAREI";"SP";"";"";47;"M";1;1;1;0;0;0;1;0;0;0;0;0;0;"B";"B";"E";"A";"B";"A";"A"
1;1;1;1;531,6;598,5;551,2;383,2;7;680;5300108;"BRASILIA";"DF";"";"";44;"F";1;1;3;1;0;0;0;0;0;0;0;0;0;"B";"B";"B";"D";"A";"A";"D"
1;1;1;1;487,5;384,5;420,1;395,7;7;500;2302008;"BARRO";"CE";"";"";30;"M";1;1;1;0;1;0;0;0;0;0;0;0;0;"A";"B";"B";"A";"D";"D";"D"
1;1;1;1;507,2;561,2;509,9;532,8;7;800;3205309;"VITORIA";"ES";"4";"1";18;"F";2;2;3;1;0;0;0;0;0;0;0;0;0;"C";"G";"M";"B";"C";"C";"C"
1;1;1;1;384,8;428,3;368,8;373,5;7;240;2801306;"CAPELA";"SE";"";"";22;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"C";"E";"F";"A";"D";"A";"D"
1;1;1;1;471,8;519,9;531,1;470,3;7;817;4108304;"FOZ DO IGUACU";"PR";"";"";42;"M";4;0;1;0;0;0;1;0;0;0;0;0;0;"D";"B";"B";"B";"A";"D";"A"
1;1;1;1;514,9;607,9;575,2;470,2;7;740;5103007;"CHAPADA DOS GUIMARAES";"MT";"";"";35;"M";3;0;3;0;0;0;0;0;1;0;0;0;0;"A";"C";"B";"A";"A";"D";"A"
1;1;1;1;483,1;481,5;463,6;372,9;7;200;3518800;"GUARULHOS";"SP";"";"";21;"M";4;0;1;0;0;0;0;0;1;0;0;0;0;"E";"E";"G";"A";"B";"B";"A"
1;1;1;1;474,3;487;527,3;426,1;7;620;1709500;"GURUPI";"TO";"4";"1";17;"F";2;2;1;0;0;0;0;0;0;0;1;0;0;"H";"H";"P";"B";"B";"B";"B"
1;1;1;1;539,5;517,3;479,9;537,7;7;620;2211001;"TERESINA";"PI";"";"";28;"F";1;1;3;1;0;0;0;0;0;0;0;0;0;"B";"B";"D";"A";"D";"A";"D"
1;1;1;1;469,3;477;387,7;500;7;280;1508209;"VIGIA";"PA";"";"";16;"M";3;0;3;0;0;0;0;0;0;1;0;0;0;"D";"E";"B";"A";"D";"D";"D"
1;1;1;1;496,9;577,4;485,5;545,7;7;360;1501402;"BELEM";"PA";"2";"1";19;"F";2;1;1;1;0;0;0;0;0;0;0;0;0;"B";"B";"C";"A";"A";"A";"A"
1;1;1;1;528,8;633,7;595,4;423,6;7;800;3550308;"SAO PAULO";"SP";"";"";48;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"B";"B";"F";"B";"D";"A";"A"
1;1;1;1;482,8;600,1;557,7;526,4;7;520;3170107;"UBERABA";"MG";"";"";37;"M";4;0;3;0;1;0;0;0;0;0;0;0;0;"B";"A";"C";"B";"A";"D";"A"
1;1;1;1;447,7;534,3;486,9;368,9;7;280;2301703;"AURORA";"CE";"";"";25;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"B";"B";"C";"D";"D";"D"
1;1;1;1;408,6;584,5;447,1;453;7;480;3549805;"SAO JOSE DO RIO PRETO";"SP";"";"";15;"F";3;0;1;0;0;0;0;0;0;0;1;0;0;"H";"E";"A";"A";"C";"B";"C"
1;1;1;1;412,5;427;503,7;356,6;7;260;2301208;"ARACOIABA";"CE";"";"";18;"F";4;0;2;0;1;0;0;0;0;0;0;0;0;"B";"H";"E";"A";"B";"A";"A"
1;1;1;1;459,5;619,7;542,3;565,7;7;560;2408102;"NATAL";"RN";"";"";27;"M";1;2;3;0;0;0;0;0;1;0;0;0;0;"E";"H";"F";"B";"A";"D";"A"
1;1;1;1;595,9;754,1;667,1;554,7;7;900;5208707;"GOIANIA";"GO";"";"";20;"F";1;2;1;0;0;0;0;0;0;0;1;0;0;"H";"H";"P";"A";"A";"D";"A"
1;1;1;1;439,3;540,1;505,4;391,5;7;340;3546306;"SANTA CRUZ DAS PALMEIRAS";"SP";"";"";19;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"B";"C";"C";"C";"D";"A";"A"
1;1;1;1;386,1;502,2;559,8;574,3;7;400;3301009;"CAMPOS DOS GOYTACAZES";"RJ";"";"";21;"F";4;0;1;1;0;0;0;0;0;0;0;0;0;"G";"E";"D";"A";"A";"D";"D"
1;1;1;1;437,6;523,1;493,8;405,9;7;600;3106200;"BELO HORIZONTE";"MG";"";"";30;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"G";"C";"B";"A";"D";"D";"D"
1;1;1;1;612,4;625,9;574,9;471;7;780;3543402;"RIBEIRAO PRETO";"SP";"";"";17;"M";3;0;1;0;0;0;0;0;0;0;1;0;0;"H";"G";"P";"A";"C";"C";"A"
1;1;1;1;402,8;451,5;364,9;340;7;480;2911709;"GUANAMBI";"BA";"";"";17;"F";3;0;0;0;0;0;0;0;1;0;0;0;0;"B";"E";"B";"D";"A";"D";"A"
1;1;1;1;627,3;650,4;677,5;701;7;600;2611606;"RECIFE";"PE";"";"";21;"M";1;2;1;1;0;0;0;0;0;0;0;0;0;"H";"G";"N";"E";"A";"A";"A"
1;1;1;1;454,3;487;386,7;497,3;7;480;2927408;"SALVADOR";"BA";"";"";23;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"C";"B";"D";"A";"D";"A"
1;1;1;1;471,7;472;391,5;341,5;7;340;4314902;"PORTO ALEGRE";"RS";"2";"1";19;"F";2;1;1;1;0;0;0;0;0;0;0;0;0;"C";"E";"B";"B";"D";"D";"A"
1;1;1;1;386,9;489,3;550,1;537,3;7;680;3119104;"CORINTO";"MG";"2";"1";17;"M";2;1;3;0;1;0;0;0;0;0;0;0;0;"C";"F";"B";"C";"D";"D";"D"
1;1;1;1;420,7;542;341,2;389,9;7;220;3201209;"CACHOEIRO DE ITAPEMIRIM";"ES";"";"";35;"M";1;1;2;1;0;0;0;0;0;0;0;0;0;"B";"A";"B";"C";"D";"D";"D"
1;1;1;1;432,9;548;491,5;396,3;7;250;2917300;"ITUBERA";"BA";"";"";26;"M";1;1;3;0;0;0;1;0;0;0;0;0;0;"G";"H";"G";"A";"A";"D";"A"
1;1;1;1;494,1;557,9;510,7;657,2;7;380;1302603;"MANAUS";"AM";"";"";17;"F";3;0;1;0;0;0;0;0;1;0;0;0;0;"G";"H";"G";"B";"D";"A";"A"
1;1;1;1;426,4;497,2;363,3;497,6;7;380;1501402;"BELEM";"PA";"";"";22;"F";1;1;1;1;0;0;0;0;0;0;0;0;0;"G";"A";"E";"A";"D";"D";"D"
1;1;1;1;395,5;380,4;399,3;383,4;7;0;2700300;"ARAPIRACA";"AL";"";"";28;"F";1;2;3;0;0;0;1;0;0;0;0;0;0;"E";"E";"B";"A";"A";"A";"A"
1;1;1;1;401,5;461,6;485,7;395,6;7;400;1200401;"RIO BRANCO";"AC";"";"";17;"M";3;0;2;1;0;0;0;0;0;0;0;0;0;"C";"E";"B";"A";"D";"D";"D"
1;1;1;1;570,3;514,9;442,3;450;7;200;3303203;"NILOPOLIS";"RJ";"";"";55;"M";1;1;1;1;0;0;0;0;0;0;0;0;0;"E";"E";"B";"D";"A";"D";"A"
1;1;1;1;407,2;438,1;406,7;449,7;7;516;4317202;"SANTA ROSA";"RS";"";"";20;"F";1;1;1;0;0;0;1;0;0;0;0;0;0;"E";"C";"C";"A";"A";"A";"A"
1;1;1;1;465;509,3;511,2;405,4;7;420;2211001;"TERESINA";"PI";"";"";15;"F";3;0;3;1;0;0;0;0;0;0;0;0;0;"I";"E";"B";"C";"A";"D";"D"
1;1;1;1;441,4;524,2;535,3;384,2;7;640;1501402;"BELEM";"PA";"";"";33;"F";1;1;4;1;0;0;0;0;0;0;0;0;0;"E";"E";"B";"D";"D";"D";"D"
1;1;1;1;457,5;519,3;499,4;423,5;7;600;4218707;"TUBARAO";"SC";"";"";22;"F";1;1;2;1;0;0;0;0;0;0;0;0;0;"E";"E";"F";"D";"A";"D";"A"
1;1;1;1;521,6;423,1;323,1;390,9;7;184;2504009;"CAMPINA GRANDE";"PB";"";"";35;"M";1;1;3;0;0;0;1;0;0;0;0;0;0;"B";"B";"C";"A";"A";"D";"A"
1;1;1;1;345,3;422,6;376,5;473,5;7;309;3518800;"GUARULHOS";"SP";"2";"1";18;"F";2;1;1;0;0;0;1;0;0;0;0;0;0;"B";"C";"B";"A";"D";"A";"A"
1;1;1;1;450,4;578;533;346,6;7;440;4106902;"CURITIBA";"PR";"";"";25;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"B";"I";"A";"A";"B";"A"
1;1;1;1;530,4;610,7;551,4;527,1;7;750;4119905;"PONTA GROSSA";"PR";"";"";15;"F";3;0;1;0;0;0;0;0;0;0;0;1;0;"H";"G";"Q";"B";"C";"A";"A"
1;1;1;1;490,9;502;512,8;383,1;7;600;3204906;"SAO MATEUS";"ES";"";"";35;"M";1;1;2;0;0;0;0;0;1;0;0;0;0;"B";"G";"D";"A";"D";"D";"D"
1;1;1;1;407,9;568;458,3;430,2;7;317;4315701;"RIO PARDO";"RS";"2";"1";20;"F";2;1;1;0;0;1;0;0;0;0;0;0;0;"C";"B";"D";"C";"B";"A";"D"
1;1;1;1;466,3;589,3;540,5;534,3;7;880;3304557;"RIO DE JANEIRO";"RJ";"";"";18;"F";1;2;1;0;0;0;0;0;0;0;1;0;0;"G";"G";"O";"C";"B";"B";"A"
1;1;1;1;467,5;568;513,9;425;7;440;3302403;"MACAE";"RJ";"";"";19;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"F";"G";"E";"A";"A";"A";"A"
1;1;1;1;454,2;546,6;500,7;413,7;7;420;2802106;"ESTANCIA";"SE";"";"";21;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"E";"E";"B";"C";"D";"D";"D"
1;1;1;1;489,5;408,9;375,7;391,2;7;400;3106200;"BELO HORIZONTE";"MG";"";"";26;"F";4;0;3;0;0;0;0;0;1;0;0;0;0;"B";"B";"B";"C";"D";"D";"D"
1;1;1;1;367,2;499,1;495,3;396,1;7;240;4101804;"ARAUCARIA";"PR";"";"";34;"M";1;1;3;1;0;0;0;0;0;0;0;0;0;"C";"D";"E";"C";"B";"D";"A"
1;1;1;1;436,1;521,8;487,5;443,4;7;350;2507507;"JOAO PESSOA";"PB";"";"";58;"F";1;1;1;1;0;0;0;0;0;0;0;1;0;"A";"A";"B";"C";"D";"D";"D"
1;1;1;1;428,3;539,1;512,1;357,1;7;220;4120606;"PRUDENTOPOLIS";"PR";"";"";48;"F";4;0;1;1;0;0;0;0;0;0;0;0;0;"B";"B";"D";"B";"D";"A";"D"
1;1;1;1;427,5;435;496,4;369,6;7;280;3550308;"SAO PAULO";"SP";"2";"1";18;"M";2;1;3;1;0;0;0;0;0;0;0;0;0;"F";"E";"B";"B";"B";"A";"A"
1;1;1;1;456,1;497;523,2;429,7;7;620;1100288;"ROLIM DE MOURA";"RO";"";"";18;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"E";"E";"F";"A";"A";"D";"A"
1;1;1;1;392;433,5;446,7;462,7;7;340;5300108;"BRASILIA";"DF";"";"";15;"M";3;0;3;1;0;0;0;0;0;0;0;0;0;"H";"H";"J";"C";"B";"A";"A"
1;1;1;1;441,8;392;399,5;328,8;7;180;1304203;"TEFE";"AM";"";"";21;"M";1;1;3;0;0;0;0;0;0;1;0;0;0;"A";"A";"B";"A";"D";"D";"D"
1;1;1;1;432,6;440;346,7;425,1;7;541;3170206;"UBERLANDIA";"MG";"2";"1";17;"M";2;1;1;0;0;0;1;0;0;0;0;0;0;"H";"E";"J";"A";"A";"B";"A"
1;1;1;1;523;614,1;581,7;422,3;7;691;5221403;"TRINDADE";"GO";"";"";17;"M";3;0;1;0;0;0;1;0;0;0;0;0;0;"E";"G";"I";"A";"D";"A";"A"
1;1;1;1;446;679,9;569,2;375,8;7;480;2304400;"FORTALEZA";"CE";"";"";32;"M";1;1;3;0;0;0;0;0;0;0;1;0;0;"G";"G";"G";"C";"A";"D";"A"
1;1;1;1;483,4;492,3;524,9;367,6;7;683;3548708;"SAO BERNARDO DO CAMPO";"SP";"";"";16;"F";3;0;1;0;0;0;1;0;0;0;0;0;0;"H";"G";"M";"B";"B";"B";"B"
1;1;1;1;677,7;660,3;591,9;719,9;7;820;2611606;"RECIFE";"PE";"";"";19;"F";1;2;1;0;0;0;0;0;0;0;1;0;0;"G";"H";"N";"A";"C";"A";"A"
1;1;1;1;406;528,7;496,2;424,8;7;460;2312908;"SOBRAL";"CE";"";"";25;"F";1;1;2;0;0;0;0;0;0;0;1;0;0;"B";"E";"C";"A";"A";"D";"D"
1;1;1;1;568,2;526,4;518,9;567,8;7;759;3550308;"SAO PAULO";"SP";"";"";43;"M";4;0;1;0;0;0;1;0;0;0;0;0;0;"B";"B";"H";"A";"A";"A";"A"
1;1;1;1;486,9;533,7;431,2;427,3;7;180;3127701;"GOVERNADOR VALADARES";"MG";"";"";30;"M";3;0;3;0;0;0;0;0;1;0;0;0;0;"B";"B";"C";"C";"D";"D";"D"
1;1;1;1;528,2;418,7;454,8;324,9;7;380;4104808;"CASCAVEL";"PR";"";"";42;"M";1;1;3;1;0;0;0;0;0;0;0;0;0;"C";"C";"B";"C";"D";"D";"D"
1;1;1;1;481,6;530,9;536,4;404,9;7;500;3516200;"FRANCA";"SP";"";"";16;"M";3;0;3;0;0;0;0;0;0;0;1;0;0;"G";"H";"K";"A";"A";"B";"A"
1;1;1;1;387,6;516,2;459;445,4;7;375;2304400;"FORTALEZA";"CE";"";"";19;"M";1;2;3;0;0;1;0;0;0;0;0;0;0;"F";"F";"C";"A";"D";"D";"D"
1;1;1;1;396,4;506,9;532,9;550,2;7;440;2919207;"LAURO DE FREITAS";"BA";"";"";27;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"F";"D";"A";"D";"A";"A"
1;1;1;1;470,1;534,7;456,9;417,2;7;360;4323002;"VIAMAO";"RS";"";"";38;"M";1;1;2;0;0;0;0;0;1;0;0;0;0;"C";"B";"B";"A";"D";"D";"A"
1;1;1;1;458,9;464,3;481,3;485,6;7;560;2408003;"MOSSORO";"RN";"";"";17;"F";3;0;3;0;0;0;0;0;0;0;1;0;0;"E";"H";"H";"B";"C";"A";"C"
