"TP_PRESENCA_CN";"TP_PRESENCA_CH";"TP_PRESENCA_LC";"TP_PRESENCA_MT";"NU_NOTA_CN";"NU_NOTA_CH";"NU_NOTA_LC";"NU_NOTA_MT";"TP_STATUS_REDACAO";"NU_NOTA_REDACAO";"CO_MUNICIPIO_RESIDENCIA";"NO_MUNICIPIO_RESIDENCIA";"SG_UF_RESIDENCIA";"TP_DEPENDENCIA_ADM_ESC";"TP_LOCALIZACAO_ESC";"NU_IDADE";"TP_SEXO";"TP_ST_CONCLUSAO";"TP_ESCOLA";"TP_COR_RACA";"IN_BAIXA_VISAO";"IN_CEGUEIRA";"IN_SURDEZ";"IN_DEFICIENCIA_AUDITIVA";"IN_SURDO_CEGUEIRA";"IN_DEFICIENCIA_FISICA";"IN_DEFICIENCIA_MENTAL";"IN_DEFICIT_ATENCAO";"IN_DISLEXIA";"IN_AUTISMO";"Q001";"Q002";"Q006";"Q024";"Q010";"Q025";"Q047"
1;1;1;1;571;592,2;587,2;417,4;1;320;3305752;"Tangu<e1>";"RJ";"";"";21;"M";1;1;4;0;0;0;0;0;1;0;0;0;0;"E";"C";"G";"D";"A";"B";"B"
1;1;1;1;535,9;548;531;415,2;1;660;3147907;"Passos";"MG";"";"";26;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"B";"B";"E";"B";"B";"B";"A"
1;1;1;1;423,2;444,3;414;466,6;1;700;3163003;"S<e3>o Jos<e9> da Safira";"MG";"";"";16;"F";3;1;2;1;0;0;0;0;0;0;0;0;0;"F";"E";"C";"A";"A";"A";"A"
1;1;1;1;566,3;601,7;535,5;612,5;1;640;3170206;"Uberl<e2>ndia";"MG";"";"";22;"F";1;1;1;1;0;0;0;0;0;0;0;0;0;"D";"G";"G";"B";"C";"B";"A"
1;1;1;1;600,3;624,2;630,7;644,4;1;720;3550704;"S<e3>o Sebasti<e3>o";"SP";"4";"1";18;"F";2;3;1;1;0;0;0;0;0;0;0;0;0;"C";"G";"G";"A";"B";"A";"E"
1;1;1;1;555,6;599,3;537,1;438,9;1;480;3143906;"Muria<e9>";"MG";"";"";20;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"D";"D";"B";"B";"B";"B";"A"
1;1;1;1;533,1;618,4;559,7;683,7;1;580;3552205;"Sorocaba";"SP";"";"";33;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"E";"E";"B";"B";"A";"B";"A"
1;1;1;1;735,4;766,4;700;830,2;1;920;3106200;"Belo Horizonte";"MG";"";"";24;"M";1;1;0;0;0;0;0;0;0;0;1;0;0;"F";"F";"C";"B";"B";"B";"D"
1;1;1;1;624,4;716,7;607,1;719;1;820;4311403;"Lajeado";"RS";"";"";20;"F";1;1;1;0;0;0;0;0;0;0;1;0;0;"D";"E";"C";"A";"A";"A";"A"
1;1;1;1;476,3;599,5;565,4;476;1;680;4125506;"S<e3>o Jos<e9> dos Pinhais";"PR";"2";"1";27;"F";2;2;1;0;0;0;0;0;0;0;1;0;0;"H";"E";"A";"B";"A";"B";"A"
1;1;1;1;430,6;485,9;401,9;487,2;1;284;2901007;"Amargosa";"BA";"";"";22;"M";1;1;1;0;0;1;0;0;0;0;0;0;0;"E";"E";"B";"B";"A";"B";"A"
1;1;1;1;556,1;577,7;469,8;727,1;1;500;4314704;"Planalto";"RS";"";"";17;"M";1;1;1;1;0;0;0;0;0;0;0;0;0;"H";"E";"F";"B";"C";"B";"A"
1;1;1;1;470,3;517,9;529,7;450,8;1;600;2929008;"S<e3>o F<e9>lix";"BA";"";"";45;"F";1;1;2;0;0;0;0;0;1;0;0;0;0;"B";"B";"C";"B";"A";"B";"A"
1;1;1;1;512,3;620,1;516;387,1;1;440;2704302;"Macei<f3>";"AL";"";"";35;"M";1;1;0;0;0;0;1;0;0;0;0;0;0;"E";"E";"C";"B";"A";"A";"B"
1;1;1;1;419;519,4;593,6;513,7;1;600;3106200;"Belo Horizonte";"MG";"";"";19;"M";4;1;3;0;0;0;0;0;1;0;0;0;0;"E";"E";"F";"A";"A";"A";"C"
1;1;1;1;458,7;718;614,5;467,6;1;533;3200409;"Anchieta";"ES";"";"";25;"M";1;1;1;0;0;0;1;0;0;0;0;0;0;"E";"E";"D";"B";"A";"B";"A"
1;1;1;1;390,4;453,1;385,7;370,6;1;416;4205001;"Dion<ed>sio Cerqueira";"SC";"";"";21;"F";1;1;1;0;0;0;1;0;0;0;0;0;0;"B";"E";"C";"B";"B";"B";"A"
1;1;1;1;449,9;496,2;538,6;377,3;1;340;2305506;"Iguatu";"CE";"";"";18;"M";3;1;1;0;0;0;0;0;1;0;0;0;0;"D";"E";"B";"A";"A";"A";"A"
1;1;1;1;602,5;617,4;602,9;637,7;1;720;3304557;"Rio de Janeiro";"RJ";"4";"1";19;"M";2;3;1;0;0;0;0;0;0;0;1;0;0;"E";"E";"L";"B";"B";"B";"D"
1;1;1;1;607,2;687,7;644,4;568,8;1;560;4113700;"Londrina";"PR";"";"";50;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"B";"E";"G";"B";"B";"B";"C"
1;1;1;1;477,8;587,4;546,3;389,8;1;540;2304400;"Fortaleza";"CE";"";"";25;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"H";"D";"B";"B";"A";"B";"A"
1;1;1;1;547,4;567,7;501,9;582;1;620;2511400;"Picu<ed>";"PB";"";"";29;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"E";"B";"B";"C";"A";"B";"A"
1;1;1;1;412,5;454,8;388,5;368,1;1;540;5300108;"Bras<ed>lia";"DF";"";"";19;"F";1;1;4;0;0;0;0;0;0;0;1;0;0;"E";"G";"J";"B";"B";"B";"D"
1;1;1;1;488,5;593,7;555,5;587,9;1;420;3522505;"Itapevi";"SP";"";"";23;"F";1;1;2;0;0;0;0;0;1;0;0;0;0;"B";"E";"C";"A";"A";"B";"A"
1;1;1;1;584,5;562,2;599,4;573,3;1;620;3550308;"S<e3>o Paulo";"SP";"4";"1";18;"F";2;3;1;0;0;0;0;0;0;0;1;0;0;"F";"G";"F";"B";"B";"B";"E"
1;1;1;1;437,7;408,7;436,1;350,8;1;600;3304557;"Rio de Janeiro";"RJ";"";"";42;"M";1;1;3;1;0;0;0;0;0;0;0;0;0;"B";"C";"C";"B";"A";"A";"A"
1;1;1;1;406;481,9;510,2;549,8;1;600;2414704;"V<e1>rzea";"RN";"";"";21;"M";1;1;1;1;0;0;0;0;0;0;0;0;0;"D";"G";"D";"B";"A";"B";"A"
1;1;1;1;436,2;565,1;552,6;532,1;1;1000;3157005;"Salinas";"MG";"";"";24;"F";1;1;3;0;0;0;1;0;0;0;0;0;0;"B";"E";"C";"B";"A";"A";"A"
1;1;1;1;516,4;559,9;486,1;465,9;1;600;3162500;"S<e3>o Jo<e3>o del Rei";"MG";"";"";30;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"H";"D";"C";"B";"A";"B";"A"
1;1;1;1;603,9;625,5;618,9;745;1;780;3106200;"Belo Horizonte";"MG";"";"";22;"F";1;1;3;1;0;0;0;0;0;0;0;0;0;"F";"G";"N";"E";"C";"B";"D"
1;1;1;1;706,6;652;575,9;824,9;1;720;2611606;"Recife";"PE";"";"";18;"M";3;1;1;0;0;0;0;0;0;0;1;0;0;"F";"F";"N";"D";"C";"B";"A"
1;1;1;1;568,2;669;645,6;582,4;1;800;2611606;"Recife";"PE";"";"";27;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"E";"E";"I";"B";"B";"B";"D"
1;1;1;1;378,8;427,4;410,3;379,7;1;284;2709152;"Teot<f4>nio Vilela";"AL";"";"";17;"M";3;1;1;0;0;1;0;0;0;0;0;0;0;"H";"F";"C";"B";"B";"A";"A"
1;1;1;1;624,6;644;586,7;657,1;1;760;3147907;"Passos";"MG";"";"";26;"M";1;1;1;0;0;0;1;0;0;0;0;0;0;"D";"E";"G";"B";"B";"B";"A"
1;1;1;1;536,7;587,6;569,2;600,9;1;940;3549904;"S<e3>o Jos<e9> dos Campos";"SP";"";"";24;"M";1;1;2;0;0;0;0;0;0;0;1;0;0;"B";"B";"B";"B";"A";"B";"A"
1;1;1;1;521,3;603,4;562,3;571,4;1;600;3143906;"Muria<e9>";"MG";"";"";20;"M";4;1;3;1;0;0;0;0;0;0;0;0;0;"B";"B";"C";"B";"A";"B";"A"
1;1;1;1;541,3;630,9;603,8;373,9;1;560;4316402;"Ros<e1>rio do Sul";"RS";"";"";24;"F";1;1;1;0;0;0;0;0;0;0;1;0;0;"C";"C";"B";"B";"A";"B";"A"
1;1;1;1;556,3;632,4;539,5;443,1;1;740;3550308;"S<e3>o Paulo";"SP";"";"";19;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"E";"E";"C";"B";"B";"B";"A"
1;1;1;1;574,3;632,5;538,5;449,2;1;800;2611606;"Recife";"PE";"";"";20;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"E";"E";"C";"B";"B";"B";"D"
1;1;1;1;400;342,8;455,1;343,3;1;516;3549904;"S<e3>o Jos<e9> dos Campos";"SP";"";"";22;"F";1;1;1;0;0;0;1;0;0;0;0;0;0;"F";"E";"D";"B";"B";"A";"B"
1;1;1;1;470,3;612,5;513,1;627,4;1;580;3521507;"Irapu<e3>";"SP";"";"";21;"M";1;1;1;0;0;0;1;0;0;0;0;0;0;"B";"C";"F";"C";"A";"B";"A"
1;1;1;1;541,6;545,2;465,9;415,8;1;600;2513703;"Santa Rita";"PB";"";"";20;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"D";"B";"B";"B";"A";"B";"B"
1;1;1;1;603,7;530;529,1;361,5;1;600;5002704;"Campo Grande";"MS";"";"";16;"M";1;1;1;1;0;0;0;0;0;0;0;0;0;"F";"E";"F";"C";"B";"B";"A"
1;1;1;1;463,3;577,2;499,7;493,4;1;620;2601706;"Belo Jardim";"PE";"";"";30;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"B";"C";"B";"A";"A";"A"
1;1;1;1;610,7;693,4;574,5;403,5;1;960;2609600;"Olinda";"PE";"";"";22;"M";1;1;3;0;0;0;0;0;0;0;1;0;0;"E";"E";"C";"B";"A";"B";"E"
1;1;1;1;550,9;545,2;545,7;584;1;625;3159605;"Santa Rita do Sapuca<ed>";"MG";"";"";29;"M";1;1;1;0;0;0;1;0;0;0;0;0;0;"C";"C";"C";"A";"B";"B";"A"
1;1;1;1;428,8;463;509,5;360,7;1;480;2308609;"Monsenhor Tabosa";"CE";"";"";21;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"F";"F";"D";"A";"A";"A";"A"
1;1;1;1;467,6;545,3;388,5;455,6;1;600;2615300;"Timba<fa>ba";"PE";"";"";35;"M";1;1;1;0;0;0;0;0;0;1;0;0;0;"C";"D";"D";"B";"A";"B";"A"
1;1;1;1;642,2;673,4;631,3;768,3;1;680;2611606;"Recife";"PE";"4";"1";18;"M";2;3;1;0;0;0;0;0;0;0;1;0;0;"F";"G";"N";"D";"C";"B";"D"
1;1;1;1;593,5;709,6;562,2;618,6;1;580;3303302;"Niter<f3>i";"RJ";"";"";59;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"F";"D";"E";"B";"A";"B";"A"
1;1;1;1;362,8;451,9;431,9;507,6;1;460;3550308;"S<e3>o Paulo";"SP";"";"";21;"M";1;1;3;0;0;0;1;0;0;0;0;0;0;"B";"C";"C";"B";"A";"B";"A"
1;1;1;1;472,5;488,5;450,1;461,2;1;520;2604106;"Caruaru";"PE";"";"";40;"M";1;1;3;0;0;0;1;0;0;0;0;0;0;"B";"B";"C";"B";"A";"A";"A"
1;1;1;1;442,6;555,8;543,4;503,5;1;580;3509007;"Caieiras";"SP";"";"";35;"F";1;1;3;1;0;0;0;0;0;0;0;0;0;"H";"E";"C";"B";"A";"B";"A"
1;1;1;1;644,1;672;642,3;732,9;1;800;3136702;"Juiz de Fora";"MG";"";"";19;"M";1;1;3;0;0;0;0;0;0;0;1;0;0;"E";"E";"H";"B";"C";"B";"A"
1;1;1;1;467,9;630;654,6;539,1;1;740;4314902;"Porto Alegre";"RS";"";"";46;"M";1;1;1;0;0;0;1;0;0;0;0;0;0;"E";"C";"C";"B";"B";"B";"B"
1;1;1;1;491,3;511,8;445,4;482,5;1;520;2507507;"Jo<e3>o Pessoa";"PB";"";"";49;"M";1;1;3;0;0;0;1;0;0;0;0;0;0;"B";"B";"B";"B";"A";"B";"A"
1;1;1;1;680,7;646,4;588,7;587,1;1;940;3300308;"Barra do Pira<ed>";"RJ";"";"";32;"F";1;1;3;0;0;0;0;0;0;0;1;0;0;"B";"G";"I";"B";"B";"B";"E"
1;1;1;1;436;449,1;450,2;633,8;1;440;4115804;"Medianeira";"PR";"";"";30;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"D";"B";"D";"B";"B";"B";"A"
1;1;1;1;549,1;571,2;586,5;550,8;1;640;2408102;"Natal";"RN";"";"";25;"F";1;1;2;0;0;0;0;0;1;0;0;0;0;"A";"C";"D";"A";"A";"B";"D"
1;1;1;1;367,4;453,8;352,7;393;1;320;2302206;"Beberibe";"CE";"";"";34;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"E";"H";"D";"B";"A";"B";"B"
1;1;1;1;440,8;555;597,1;535,5;1;400;5103403;"Cuiab<e1>";"MT";"";"";53;"M";1;1;2;0;0;0;0;0;1;0;0;0;0;"B";"A";"D";"B";"A";"B";"A"
1;1;1;1;369,6;524;421,3;476,1;1;760;3506706;"Boa Esperan<e7>a do Sul";"SP";"";"";41;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"C";"C";"C";"B";"B";"B";"A"
1;1;1;1;716,9;721,1;623,8;724,2;1;960;3303500;"Nova Igua<e7>u";"RJ";"";"";22;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"E";"F";"B";"B";"B";"E"
1;1;1;1;487,8;572,9;606,6;490,9;1;440;1100023;"Ariquemes";"RO";"";"";26;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"B";"A";"E";"B";"C";"B";"A"
1;1;1;1;618,9;608,7;565,3;673,8;1;700;5300108;"Bras<ed>lia";"DF";"";"";18;"M";1;1;1;0;0;0;0;0;0;0;0;1;0;"E";"G";"L";"B";"B";"B";"D"
1;1;1;1;458,3;563,5;574,6;472;1;780;5217203;"Piranhas";"GO";"";"";18;"F";3;1;3;0;0;0;0;0;1;0;0;0;0;"E";"E";"B";"C";"A";"B";"A"
1;1;1;1;530,7;601,2;529,8;595,1;1;400;2607901;"Jaboat<e3>o dos Guararapes";"PE";"";"";42;"M";1;1;3;0;0;0;1;0;0;0;0;0;0;"D";"B";"F";"B";"B";"B";"A"
1;1;1;1;396,6;519,6;410,5;494,2;1;560;2613701;"S<e3>o Louren<e7>o da Mata";"PE";"";"";30;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"C";"B";"B";"B";"A";"B";"A"
1;1;1;1;641;626,9;603,8;557,1;1;900;3170206;"Uberl<e2>ndia";"MG";"";"";21;"M";1;1;2;0;0;0;0;0;0;0;1;0;0;"H";"B";"C";"B";"B";"B";"A"
1;1;1;1;479,4;522;562,9;473,1;1;380;5101803;"Barra do Gar<e7>as";"MT";"";"";37;"M";1;1;2;0;0;0;0;0;1;0;0;0;0;"F";"F";"A";"A";"A";"A";"B"
1;1;1;1;480,1;591,6;551,1;595,7;1;620;2611606;"Recife";"PE";"";"";23;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"E";"E";"D";"B";"B";"B";"A"
1;1;1;1;374,6;483;422,2;407,4;1;540;4315602;"Rio Grande";"RS";"";"";44;"F";1;1;1;0;0;0;1;0;0;0;0;0;0;"C";"C";"C";"A";"A";"A";"A"
1;1;1;1;494,6;584,6;538,3;587,8;1;440;4208203;"Itaja<ed>";"SC";"";"";26;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"B";"C";"E";"B";"A";"B";"A"
1;1;1;1;552,3;619;558,4;447,8;1;620;1500800;"Ananindeua";"PA";"";"";27;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"H";"H";"A";"B";"A";"B";"B"
1;1;1;1;435,7;531;467,1;386,7;1;340;4314407;"Pelotas";"RS";"";"";22;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"H";"E";"B";"A";"A";"B";"A"
1;1;1;1;416,9;487,5;457,9;440,3;1;380;3550308;"S<e3>o Paulo";"SP";"";"";23;"M";1;1;1;0;0;0;0;0;1;1;0;0;0;"H";"H";"E";"B";"A";"B";"A"
1;1;1;1;561,1;609,3;641,9;504;1;680;3550308;"S<e3>o Paulo";"SP";"";"";22;"F";1;1;2;0;0;0;0;0;1;0;0;0;0;"B";"E";"F";"B";"B";"B";"A"
1;1;1;1;444,7;553;539,1;547;1;600;4314902;"Porto Alegre";"RS";"";"";19;"M";4;1;1;0;0;0;0;0;0;0;1;0;0;"E";"F";"J";"C";"B";"B";"A"
1;1;1;1;603,2;612,4;640,9;564,4;1;760;3550308;"S<e3>o Paulo";"SP";"";"";24;"F";1;1;1;0;0;0;1;0;0;0;0;0;0;"D";"E";"G";"B";"B";"B";"A"
1;1;1;1;411,8;470,6;408,2;377,3;1;340;3531100;"Mongagu<e1>";"SP";"";"";22;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"F";"E";"B";"B";"A";"B";"A"
1;1;1;1;419,9;507,3;529,9;532,5;1;691;3106200;"Belo Horizonte";"MG";"";"";25;"F";1;1;1;0;0;0;1;0;0;0;0;0;0;"H";"F";"E";"B";"A";"B";"A"
1;1;1;1;396,5;539;525,4;497,5;1;620;3127701;"Governador Valadares";"MG";"";"";38;"F";1;1;2;0;0;0;0;0;1;0;0;0;0;"B";"B";"C";"B";"A";"A";"A"
1;1;1;1;458,4;582,6;602,5;469,9;1;760;4314902;"Porto Alegre";"RS";"";"";20;"F";1;1;2;0;0;0;0;0;1;0;0;0;0;"G";"C";"C";"B";"A";"B";"A"
1;1;1;1;401,4;539,7;545,2;445,2;1;520;3300100;"Angra dos Reis";"RJ";"";"";20;"F";3;1;1;0;0;0;0;0;1;0;0;0;0;"B";"F";"B";"B";"A";"B";"A"
1;1;1;1;746,9;730,4;620,8;881;1;820;3300407;"Barra Mansa";"RJ";"";"";19;"M";1;1;3;0;0;0;0;0;0;0;1;0;0;"D";"F";"I";"C";"C";"B";"D"
1;1;1;1;736;736,3;619;932,2;1;920;3106200;"Belo Horizonte";"MG";"";"";19;"M";1;1;1;0;0;0;0;0;0;0;1;0;0;"E";"F";"O";"E";"B";"B";"D"
1;1;1;1;451,4;399,4;460,7;462,9;1;420;5208905;"Goi<e1>s";"GO";"2";"1";23;"M";2;2;1;0;0;0;0;0;1;0;0;0;0;"G";"E";"H";"C";"B";"B";"A"
1;1;1;1;392,1;489,9;518,9;423,1;1;520;3164704;"S<e3>o Sebasti<e3>o do Para<ed>so";"MG";"";"";24;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"B";"B";"B";"B";"B";"B";"A"
1;1;1;1;516,2;561;518,8;563,7;1;480;1302603;"Manaus";"AM";"";"";38;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"B";"F";"C";"A";"B";"A"
1;1;1;1;476,7;522,8;576,8;401,4;1;480;3301009;"Campos dos Goytacazes";"RJ";"";"";46;"F";4;1;1;1;0;0;0;0;0;0;0;0;0;"D";"H";"B";"B";"A";"B";"A"
1;1;1;1;420,1;525,7;464,4;416,8;1;560;3304904;"S<e3>o Gon<e7>alo";"RJ";"";"";20;"F";1;1;3;1;0;0;0;0;0;0;0;0;0;"B";"A";"C";"B";"A";"B";"C"
1;1;1;1;397,9;508,7;459,1;410,3;1;680;3106200;"Belo Horizonte";"MG";"";"";47;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"E";"B";"D";"B";"A";"B";"A"
1;1;1;1;440,7;523,7;559,5;356,1;1;600;3103504;"Araguari";"MG";"";"";20;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"E";"A";"B";"A";"B";"A"
1;1;1;1;423,7;555,6;530,9;675;1;560;3168705;"Tim<f3>teo";"MG";"";"";26;"M";1;1;3;1;0;0;0;0;0;0;0;0;0;"H";"H";"C";"B";"A";"B";"A"
1;1;1;1;663,1;674,3;645,7;767,1;1;840;1721000;"Palmas";"TO";"";"";23;"F";1;1;2;0;0;0;0;0;0;1;1;0;0;"F";"F";"P";"C";"B";"B";"A"
1;1;1;1;495,9;572,9;569,9;452,4;1;560;3304557;"Rio de Janeiro";"RJ";"";"";54;"F";1;1;2;0;0;0;1;0;0;0;0;0;0;"B";"C";"C";"B";"A";"B";"A"
1;1;1;1;394,1;512,5;396,8;482,2;1;520;2311801;"Russas";"CE";"";"";20;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"C";"G";"B";"B";"A";"A";"A"
1;1;1;1;421,6;508,7;441,6;486,6;1;425;3541000;"Praia Grande";"SP";"";"";22;"M";1;1;3;0;0;0;0;0;0;0;1;1;0;"H";"E";"B";"B";"A";"B";"A"
1;1;1;1;680,5;695,2;607,1;722,6;1;680;3550308;"S<e3>o Paulo";"SP";"";"";44;"M";1;1;4;0;0;0;0;0;1;0;0;0;0;"B";"C";"G";"B";"A";"B";"A"
1;1;1;1;0;0;433,5;391,5;1;380;2111300;"S<e3>o Lu<ed>s";"MA";"";"";18;"F";3;1;3;0;0;0;0;0;0;1;0;0;0;"C";"E";"B";"B";"A";"A";"A"
1;1;1;1;466,4;555,5;589,3;486;1;560;4128005;"Ubirat<e3>";"PR";"";"";26;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"C";"B";"H";"B";"B";"B";"A"
1;1;1;1;489,8;516,9;399,2;377,1;1;466;2304400;"Fortaleza";"CE";"2";"1";25;"M";2;2;3;0;0;0;1;0;0;0;0;0;0;"D";"E";"E";"B";"B";"B";"A"
1;1;1;1;460,1;632,9;565,9;482,8;1;580;2408102;"Natal";"RN";"";"";33;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"H";"D";"B";"A";"A";"A";"A"
1;1;1;1;437,2;402,8;347,5;398,9;1;134;2304400;"Fortaleza";"CE";"";"";30;"M";3;1;3;0;0;1;0;0;0;0;0;0;0;"A";"E";"D";"B";"A";"A";"A"
1;1;1;1;407,6;460,2;515,9;436,6;1;360;3205200;"Vila Velha";"ES";"";"";24;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"E";"B";"E";"B";"B";"B";"A"
1;1;1;1;535,1;655,4;621,2;425,4;1;700;1506807;"Santar<e9>m";"PA";"";"";27;"M";1;1;3;0;0;0;1;0;0;0;0;0;0;"B";"B";"F";"A";"A";"A";"A"
1;1;1;1;558,6;606,5;576,1;452,1;1;580;3106200;"Belo Horizonte";"MG";"";"";43;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"D";"E";"E";"B";"A";"B";"A"
